country,iso2c,iso3c,year,status,lastupdated,NY.GDP.PCAP.KD,EN.ATM.CO2E.PC,region,capital,longitude,latitude,income,lending
Afghanistan,AF,AFG,1967,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2009,,2022-09-16,472.842291632566,0.17186242140344,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2010,,2022-09-16,526.103675610541,0.243614036208391,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2011,,2022-09-16,511.998514848414,0.296506240366271,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2012,,2022-09-16,557.94969211234,0.25929533423413,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2000,,2022-09-16,NA,0.0365737041708027,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1960,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2003,,2022-09-16,332.22000973489,0.0515183765246739,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1962,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1963,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1964,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2019,,2022-09-16,555.13899625511306,0.159824372036919,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2020,,2022-09-16,529.741210284938,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1981,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1982,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1983,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1984,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1975,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1972,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1973,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1961,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2005,,2022-09-16,345.925813841934,0.0604187806022607,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1976,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2018,,2022-09-16,546.743010078504,0.163295300459884,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1992,,2022-09-16,NA,0.0959577421433218,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1974,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2006,,2022-09-16,353.72059702447,0.0665832909103162,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1990,,2022-09-16,NA,0.191745114991076,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2021,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2004,,2022-09-16,322.668009493498,0.0416553939506325,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1989,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2015,,2022-09-16,556.007220861443,0.172896741130684,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2013,,2022-09-16,568.964543504121,0.185623659918544,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2017,,2022-09-16,553.355051712755,0.131694555645599,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2014,,2022-09-16,565.179273313985,0.146235617051388,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1991,,2022-09-16,NA,0.167681578847638,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2016,,2022-09-16,552.996907717033,0.149789333765749,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1988,,2022-09-16,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Africa Eastern and Southern,ZH,AFE,1973,,2022-09-16,1466.8758728249,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1976,,2022-09-16,1489.8486071520001,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1963,,2022-09-16,1240.08820380089,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1964,,2022-09-16,1263.61010908331,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1975,,2022-09-16,1491.3640264733,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1971,,2022-09-16,1455.6812336759,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1972,,2022-09-16,1445.37267020505,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1974,,2022-09-16,1509.09838488693,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,,2022-09-16,1552.9870307622,1.01664941956581,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,,2022-09-16,1556.31646949666,0.966589000449708,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,,2022-09-16,1513.36972804907,0.992615542935655,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1965,,2022-09-16,1296.49055171917,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1970,,2022-09-16,1420.76939131094,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,,2022-09-16,1527.2296540113,1.02154764326947,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2016,,2022-09-16,1548.81307580209,0.94840980904329,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1983,,2022-09-16,1413.11550997579,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,,2022-09-16,1534.55767498584,1.00502742095706,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1985,,2022-09-16,1366.39523060903,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,,2022-09-16,1540.96642220751,0.979352043353886,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1987,,2022-09-16,1373.17963307298,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2017,,2022-09-16,1546.79557128482,0.937925718993114,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2018,,2022-09-16,1544.07797470558,0.917507479649953,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1986,,2022-09-16,1356.95750804546,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2020,,2022-09-16,1452.73025053824,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2021,,2022-09-16,1477.24926579268,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1993,,2022-09-16,1209.95186642603,0.916485198723288,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1994,,2022-09-16,1201.4085171198,0.917092838968586,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,,2022-09-16,1219.89383163699,0.936569505196226,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,,2022-09-16,1252.71947308005,0.947392656702603,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1984,,2022-09-16,1413.53075792417,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1960,,2022-09-16,1175.73528547344,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1961,,2022-09-16,1149.36056189587,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1962,,2022-09-16,1209.93045143798,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,,2022-09-16,1287.2157796866,0.962371367647504,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,,2022-09-16,1303.19369161608,0.964186878595361,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2019,,2022-09-16,1534.89014669817,0.913617789744976,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,,2022-09-16,1345.42330806898,1.03616112329643,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1966,,2022-09-16,1312.08504363903,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1967,,2022-09-16,1344.75521267186,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1968,,2022-09-16,1361.71423362134,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1969,,2022-09-16,1395.04435605079,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,,2022-09-16,1492.30355765502,0.994719310598473,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,,2022-09-16,1274.25037842186,0.894017428878819,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,,2022-09-16,1274.45647293917,0.967835815896843,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1998,,2022-09-16,1264.85528836602,0.967182105955156,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,,2022-09-16,1265.14516022764,0.904870918064193,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1978,,2022-09-16,1437.31828728243,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1988,,2022-09-16,1386.65449646649,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1989,,2022-09-16,1385.86300671114,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1977,,2022-09-16,1464.8119979573,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1982,,2022-09-16,1452.80996527391,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1979,,2022-09-16,1434.85152783709,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1980,,2022-09-16,1468.92096062617,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1981,,2022-09-16,1488.3234508865,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1990,,2022-09-16,1346.10043990838,0.999037816360393,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1991,,2022-09-16,1309.90937322192,0.953224295988832,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1992,,2022-09-16,1248.62353458948,0.915660573918696,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,,2022-09-16,1443.04396658228,0.999696371364815,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,,2022-09-16,1497.85678084754,1.01675792660007,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,,2022-09-16,1521.5295861783,1.05728495042953,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,,2022-09-16,1308.92066728397,0.991012972893409,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,,2022-09-16,1390.645360518,1.0111510215647601,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1993,,2022-09-16,1191.48012489397,0.523528636653844,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,,2022-09-16,1455.94085131097,0.508247257529393,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1994,,2022-09-16,1156.93332508794,0.470887743050291,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,,2022-09-16,1148.38397117351,0.501681001965908,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,,2022-09-16,1169.98488312834,0.564390268236728,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,,2022-09-16,1187.38869480748,0.549638482548478,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,,2022-09-16,1196.57174725313,0.514868438361306,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1999,,2022-09-16,1181.53882361844,0.511254216743557,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1967,,2022-09-16,1032.15859858175,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1968,,2022-09-16,1023.70010430439,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1979,,2022-09-16,1586.30642282273,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1966,,2022-09-16,1167.03604061464,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1985,,2022-09-16,1224.49468209924,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1986,,2022-09-16,1208.3094810662799,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1969,,2022-09-16,1155.24036899762,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1984,,2022-09-16,1192.32633613107,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1976,,2022-09-16,1596.46132481661,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1977,,2022-09-16,1627.64455207933,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1978,,2022-09-16,1549.26260400042,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1992,,2022-09-16,1237.72147769974,0.568305391182801,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1963,,2022-09-16,1157.52087874728,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1964,,2022-09-16,1193.68961219171,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1965,,2022-09-16,1214.98438621436,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,,2022-09-16,1532.65454248403,0.441870455136703,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,,2022-09-16,1584.55569404916,0.456156183128515,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,,2022-09-16,1638.1663279089,0.430200165774896,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1970,,2022-09-16,1330.41624793317,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,,2022-09-16,1193.35487895189,0.530435199664881,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,,2022-09-16,1222.53149540358,0.544612029591359,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,,2022-09-16,1308.23950616143,0.502621173463526,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1960,,2022-09-16,1087.63993058076,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1961,,2022-09-16,1085.11255225702,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1962,,2022-09-16,1102.49938221035,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2017,,2022-09-16,1839.11339500237,0.48313951973084,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1980,,2022-09-16,1574.17539390181,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1981,,2022-09-16,1425.3480332464,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1982,,2022-09-16,1340.23626645772,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1983,,2022-09-16,1218.70075129427,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2020,,2022-09-16,1788.64715722256,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2021,,2022-09-16,1810.92777448486,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1971,,2022-09-16,1439.31264955536,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1972,,2022-09-16,1448.90472526175,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1973,,2022-09-16,1472.99983717994,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1974,,2022-09-16,1583.41601300775,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1975,,2022-09-16,1509.62546442466,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2016,,2022-09-16,1846.33288661952,0.499404563255522,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,,2022-09-16,1344.06217212777,0.52160930383394,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,,2022-09-16,1413.27798912241,0.50778015657985,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2019,,2022-09-16,1852.86172846094,0.493923185283811,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,,2022-09-16,1492.82915111178,0.474162053779324,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1987,,2022-09-16,1192.82051570268,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2018,,2022-09-16,1843.55469505772,0.486456127598732,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1989,,2022-09-16,1211.5713630814,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,,2022-09-16,1704.61994547136,0.472077441133928,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1991,,2022-09-16,1237.59446649161,0.530016017504791,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1988,,2022-09-16,1217.08477831196,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2012,,2022-09-16,1779.26678551999,0.480603245923703,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1990,,2022-09-16,1256.91066684824,0.478144281543245,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,,2022-09-16,1894.18267773123,0.515960051268181,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,,2022-09-16,1739.00522138238,0.476788627630586,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2013,,2022-09-16,1837.28580824917,0.508098692567367,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2015,,2022-09-16,1894.32211518466,0.494065233507521,Aggregates,,,,Aggregates,Aggregates
Albania,AL,ALB,1969,,2022-09-16,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1971,,2022-09-16,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1968,,2022-09-16,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2009,,2022-09-16,3432.16997279698,1.44149356167856,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1970,,2022-09-16,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1967,,2022-09-16,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1972,,2022-09-16,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1973,,2022-09-16,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1960,,2022-09-16,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2011,,2022-09-16,3678.04673786035,1.66942319005525,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1966,,2022-09-16,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2008,,2022-09-16,3298.47804428531,1.38431124871868,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1980,,2022-09-16,1740.50538249229,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2010,,2022-09-16,3577.11338784054,1.52762366260495,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1982,,2022-09-16,1818.3673437536,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2012,,2022-09-16,3736.33910071368,1.50324046003101,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2013,,2022-09-16,3780.69820205676,1.53363003912154,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2014,,2022-09-16,3855.75973394744,1.66833737091547,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2015,,2022-09-16,3952.80253807527,1.60377514987108,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2016,,2022-09-16,4090.371656678,1.55766435847472,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2017,,2022-09-16,4249.80373367726,1.78878607422544,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2018,,2022-09-16,4431.53918098494,1.78273894754715,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2019,,2022-09-16,4543.38652018643,1.69224831964856,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1991,,2022-09-16,1163.49129356824,1.24281022043045,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1992,,2022-09-16,1086.43848680039,0.683699826210896,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1993,,2022-09-16,1197.58059375303,0.638307036219586,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1994,,2022-09-16,1305.00071868174,0.645355188531009,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1995,,2022-09-16,1488.02049135802,0.605436252895428,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
