country,iso2c,iso3c,year,status,lastupdated,sec,gdppcap,region,capital,longitude,latitude,income,lending
Afghanistan,AF,AFG,1988,NA,2023-09-19,13.2018404006958,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1963,NA,2023-09-19,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1987,NA,2023-09-19,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1990,NA,2023-09-19,10.8499603271484,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1978,NA,2023-09-19,13.8217601776123,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Africa Eastern and Southern,ZH,AFE,1989,NA,2023-09-19,24.3341503143311,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1990,NA,2023-09-19,24.3553295135498,3037.29746611811,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1973,NA,2023-09-19,17.0719890594482,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1974,NA,2023-09-19,17.2217502593994,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1977,NA,2023-09-19,18.8396091461182,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1978,NA,2023-09-19,19.4410190582275,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1972,NA,2023-09-19,16.8917808532715,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1987,NA,2023-09-19,24.4603290557861,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1975,NA,2023-09-19,17.8047409057617,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1976,NA,2023-09-19,18.3294906616211,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1963,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1964,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1988,NA,2023-09-19,24.5932903289795,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1971,NA,2023-09-19,16.5965995788574,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1981,NA,2023-09-19,21.5051708221436,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1982,NA,2023-09-19,22.3272399902344,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1965,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1962,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1985,NA,2023-09-19,24.1345691680908,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1986,NA,2023-09-19,24.1959095001221,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1960,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1961,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,NA,2023-09-19,42.1875991821289,3593.29906466878,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,NA,2023-09-19,42.9396209716797,3642.87537285488,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,NA,2023-09-19,42.8348999023438,3658.53358807156,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2016,NA,2023-09-19,42.6974601745605,3654.57881507825,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1979,NA,2023-09-19,20.0936698913574,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1980,NA,2023-09-19,20.8487606048584,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2021,NA,2023-09-19,NA,3519.17483992362,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2022,NA,2023-09-19,NA,3553.91337005893,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1969,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1970,NA,2023-09-19,16.6176109313965,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,NA,2023-09-19,39.7283096313477,3513.31591991381,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,NA,2023-09-19,40.3001899719238,3558.37852760954,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,NA,2023-09-19,41.2665710449219,3543.82494589859,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,NA,2023-09-19,27.6605491638184,2873.553735076,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,NA,2023-09-19,27.8299102783203,2897.14084131096,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,NA,2023-09-19,28.913890838623,2928.06294631739,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,NA,2023-09-19,29.7319107055664,2966.03980619626,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2017,NA,2023-09-19,42.6664695739746,3659.05909693489,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2018,NA,2023-09-19,42.5035285949707,3661.36056587341,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2019,NA,2023-09-19,42.5087509155273,3648.22030166291,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2020,NA,2023-09-19,42.5964317321777,3455.02311899819,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1994,NA,2023-09-19,25.0661392211914,2715.13111572038,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,NA,2023-09-19,25.8422603607178,2764.30501682708,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1983,NA,2023-09-19,22.9112091064453,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1984,NA,2023-09-19,23.4848403930664,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1998,NA,2023-09-19,27.4124393463135,2867.96024335881,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,NA,2023-09-19,30.458610534668,2985.91855148687,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1991,NA,2023-09-19,24.6285705566406,2955.6422383964,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1992,NA,2023-09-19,24.5282497406006,2823.94036641,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1993,NA,2023-09-19,24.7021503448486,2737.73124007534,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1968,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,NA,2023-09-19,37.6755485534668,3501.83805139738,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,NA,2023-09-19,26.1860504150391,2838.69202923462,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,NA,2023-09-19,26.473669052124,2886.5662346724,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1967,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,NA,2023-09-19,34.7501983642578,3310.51500785245,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,NA,2023-09-19,32.0292205810547,3075.54623017324,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1966,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,NA,2023-09-19,33.1320190429688,3185.39412330976,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,NA,2023-09-19,36.2182693481445,3440.84124639664,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,NA,2023-09-19,38.7715187072754,3431.17802938128,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,NA,2023-09-19,31.1924591064453,3379.55207890338,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,NA,2023-09-19,29.8000297546387,3128.29669586313,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,NA,2023-09-19,33.8149108886719,3491.54742047565,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,NA,2023-09-19,36.4510803222656,3599.35154199451,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,NA,2023-09-19,39.6439895629883,3737.50671020792,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1967,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,NA,2023-09-19,30.6235809326172,3217.70238973754,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,NA,2023-09-19,30.9195594787598,3296.95276408014,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1966,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1991,NA,2023-09-19,21.4194793701172,2750.79076388509,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1969,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1993,NA,2023-09-19,21.5970497131348,2644.70968296666,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1994,NA,2023-09-19,21.6462306976318,2575.06417659633,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,NA,2023-09-19,21.7458591461182,2561.66544591616,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1992,NA,2023-09-19,21.5469093322754,2743.8555611143,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,NA,2023-09-19,21.7714691162109,2654.3849272833,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,NA,2023-09-19,21.9235401153564,2676.52984460547,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1999,NA,2023-09-19,22.2072696685791,2649.55585351978,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,NA,2023-09-19,21.7726497650146,2612.19479496442,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,NA,2023-09-19,26.2687301635742,2907.98338951925,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1960,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,NA,2023-09-19,43.9668083190918,4146.99462180886,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1961,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,NA,2023-09-19,28.1070995330811,2982.7083369103502,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1963,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1964,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1965,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2020,NA,2023-09-19,NA,3957.93380409318,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2021,NA,2023-09-19,NA,4014.60796510519,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1968,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1970,NA,2023-09-19,8.07454013824463,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,NA,2023-09-19,23.1993293762207,2671.59918784813,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,NA,2023-09-19,24.8341808319092,2734.25763304357,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2013,NA,2023-09-19,47.9939498901367,4026.2319164525,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1988,NA,2023-09-19,21.9930992126465,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2015,NA,2023-09-19,45.2688484191895,4148.54727198144,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2016,NA,2023-09-19,43.8906593322754,4055.94325375302,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2017,NA,2023-09-19,44.3893814086914,4051.27119923512,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2018,NA,2023-09-19,45.0177116394043,4064.07989390502,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2019,NA,2023-09-19,45.3927307128906,4093.44285283557,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1979,NA,2023-09-19,13.662579536438,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1980,NA,2023-09-19,15.3887596130371,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2022,NA,2023-09-19,NA,4063.85769053894,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1983,NA,2023-09-19,21.6164493560791,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,NA,2023-09-19,41.4700698852539,3811.76037594602,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2012,NA,2023-09-19,43.0072288513184,3901.72482947444,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1972,NA,2023-09-19,8.73921012878418,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1973,NA,2023-09-19,9.28334045410156,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1989,NA,2023-09-19,20.9890804290771,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1990,NA,2023-09-19,21.3065700531006,2788.30103894435,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1962,NA,2023-09-19,NA,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1977,NA,2023-09-19,11.2807502746582,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1978,NA,2023-09-19,12.3942403793335,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1974,NA,2023-09-19,9.60725975036621,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1971,NA,2023-09-19,8.27810001373291,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1981,NA,2023-09-19,17.4179801940918,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1982,NA,2023-09-19,19.5108795166016,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1975,NA,2023-09-19,10.0821399688721,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1985,NA,2023-09-19,23.4925098419189,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1986,NA,2023-09-19,22.2302703857422,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1987,NA,2023-09-19,22.2929401397705,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1976,NA,2023-09-19,10.618109703064,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1984,NA,2023-09-19,23.2976093292236,NA,Aggregates,NA,NA,NA,Aggregates,Aggregates
Albania,AL,ALB,1983,NA,2023-09-19,82.0011215209961,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1973,NA,2023-09-19,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1967,NA,2023-09-19,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1968,NA,2023-09-19,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1984,NA,2023-09-19,82.2495269775391,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1971,NA,2023-09-19,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1972,NA,2023-09-19,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1969,NA,2023-09-19,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1970,NA,2023-09-19,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1976,NA,2023-09-19,84.9742584228516,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1977,NA,2023-09-19,NA,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
