country,iso2c,iso3c,year,status,lastupdated,gdp,pop,gdppcap,region,capital,longitude,latitude,income,lending
Afghanistan,AF,AFG,2001,,2023-10-26,NA,19688632,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2002,,2023-10-26,26890054382.385,21000256,1280.46317065778,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2003,,2023-10-26,29265058689.4061,22645130,1292.33343722938,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1960,,2023-10-26,NA,8622466,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1976,,2023-10-26,NA,12425267,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1977,,2023-10-26,NA,12687301,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1978,,2023-10-26,NA,12938862,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1979,,2023-10-26,NA,12986369,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1980,,2023-10-26,NA,12486631,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1981,,2023-10-26,NA,11155195,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1982,,2023-10-26,NA,10088289,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1983,,2023-10-26,NA,9951449,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1984,,2023-10-26,NA,10243686,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1985,,2023-10-26,NA,10512221,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1986,,2023-10-26,NA,10448442,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1987,,2023-10-26,NA,10322758,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1975,,2023-10-26,NA,12157386,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1989,,2023-10-26,NA,10673168,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1990,,2023-10-26,NA,10694796,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2018,,2023-10-26,75600418108.8303,36686784,2060.69897292797,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2019,,2023-10-26,78557606648.6734,37769499,2079.92186098824,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2020,,2023-10-26,76710638229.7132,38972230,1968.34100152116,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2021,,2023-10-26,60831536120.7871,40099462,1517.0162662229,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2022,,2023-10-26,NA,41128771,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2017,,2023-10-26,74711922906.3738,35643418,2096.09311055337,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Africa Eastern and Southern,ZH,AFE,1974,,2023-10-26,NA,193512956,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1975,,2023-10-26,NA,199284304,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1990,,2023-10-26,941230128540.858,309890664,3037.29746611811,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1991,,2023-10-26,941502346506.048,318544083,2955.6422383964,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1966,,2023-10-26,NA,153955516,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1980,,2023-10-26,NA,230967858,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1976,,2023-10-26,NA,205202669,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1982,,2023-10-26,NA,245386717,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1970,,2023-10-26,NA,172475766,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1971,,2023-10-26,NA,177503186,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1972,,2023-10-26,NA,182599092,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1973,,2023-10-26,NA,187901657,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,,2023-10-26,2040606327834.44,567892149,3593.29906466878,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,,2023-10-26,2126168222172.54,583651101,3642.87537285488,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,,2023-10-26,2195150972329.88,600008424,3658.53358807156,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1963,,2023-10-26,NA,141630546,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1977,,2023-10-26,NA,211120911,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1978,,2023-10-26,NA,217481420,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1979,,2023-10-26,NA,224315978,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1981,,2023-10-26,NA,237937461,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1968,,2023-10-26,NA,162875171,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1969,,2023-10-26,NA,167596160,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,,2023-10-26,1839079146370.72,523459657,3513.31591991381,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,,2023-10-26,1913670885579.79,537792950,3558.37852760954,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,,2023-10-26,1958071915018.86,552530654,3543.82494589859,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1987,,2023-10-26,NA,284490394,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1988,,2023-10-26,NA,292795186,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1989,,2023-10-26,NA,301124880,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,,2023-10-26,1163493465389.3,401600588,2897.14084131096,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1964,,2023-10-26,NA,145605995,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1965,,2023-10-26,NA,149742351,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,,2023-10-26,1456215145828.31,457153837,3185.39412330976,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2021,,2023-10-26,2473899344477.52,702977106,3519.17483992362,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2022,,2023-10-26,2561800475688.7,720839314,3553.91337005893,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,,2023-10-26,1736032361958.39,495748900,3501.83805139738,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1983,,2023-10-26,NA,252779730,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1985,,2023-10-26,NA,267938123,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1986,,2023-10-26,NA,276035920,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1960,,2023-10-26,NA,130692579,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1961,,2023-10-26,NA,134169237,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1962,,2023-10-26,NA,137835590,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,,2023-10-26,1554314988532.53,469508516,3310.51500785245,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2016,,2023-10-26,2252600537321.67,616377605,3654.57881507825,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2017,,2023-10-26,2315257093012.85,632746570,3659.05909693489,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2018,,2023-10-26,2378995199081.57,649757148,3661.36056587341,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,,2023-10-26,977089498425.114,353466601,2764.30501682708,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1967,,2023-10-26,NA,158313235,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1993,,2023-10-26,918851419781.735,335625136,2737.73124007534,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,,2023-10-26,1747878036619.04,509410477,3431.17802938128,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,,2023-10-26,1124956721320.88,391486231,2873.553735076,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,,2023-10-26,1030404902862.74,362985802,2838.69202923462,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1984,,2023-10-26,NA,260209149,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1998,,2023-10-26,1094745165069.85,381715600,2867.96024335881,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,,2023-10-26,1295313814249.44,433807484,2985.91855148687,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2019,,2023-10-26,2434249407667.38,667242986,3648.22030166291,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,,2023-10-26,1206367453281.42,412001885,2928.06294631739,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,,2023-10-26,1253866983703.91,422741118,2966.03980619626,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1994,,2023-10-26,935141011491.647,344418362,2715.13111572038,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2020,,2023-10-26,2367081181570.72,685112979,3455.02311899819,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,,2023-10-26,1659883928107.59,482406426,3440.84124639664,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,,2023-10-26,1369484007845.93,445281555,3075.54623017324,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,,2023-10-26,1074819374522.97,372352230,2886.5662346724,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1992,,2023-10-26,923240769908.393,326933522,2823.94036641,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,,2023-10-26,1176280800568.4,336893835,3491.54742047565,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,,2023-10-26,1247086120969.24,346475221,3599.35154199451,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1991,,2023-10-26,583643220657.227,212172888,2750.79076388509,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1994,,2023-10-26,591429860434.499,229675775,2575.06417659633,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,,2023-10-26,604198213585.308,235861484,2561.66544591616,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1992,,2023-10-26,598067498363.25,217966101,2743.8555611143,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,,2023-10-26,1331814776575.47,356337762,3737.50671020792,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,,2023-10-26,1396969026019.2,366489204,3811.76037594602,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,,2023-10-26,632674258511.029,242200260,2612.19479496442,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1969,,2023-10-26,NA,118615741,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,,2023-10-26,828636619180.942,284952322,2907.98338951925,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1960,,2023-10-26,NA,97256290,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1961,,2023-10-26,NA,99314028,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1962,,2023-10-26,NA,101445032,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1993,,2023-10-26,591856316379.359,223788766,2644.70968296666,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,,2023-10-26,942447076768.49,301265247,3128.29669586313,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,,2023-10-26,996924092673.325,309824829,3217.70238973754,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,,2023-10-26,1050414043313.83,318601484,3296.95276408014,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,,2023-10-26,1107184647738.34,327612838,3379.55207890338,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1968,,2023-10-26,NA,115921723,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1970,,2023-10-26,NA,121424797,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1971,,2023-10-26,NA,124336039,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1985,,2023-10-26,NA,180817312,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,,2023-10-26,757827110797.347,277160097,2734.25763304357,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1988,,2023-10-26,NA,195969722,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1989,,2023-10-26,NA,201392200,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1990,,2023-10-26,576450635409.542,206739024,2788.30103894435,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1976,,2023-10-26,NA,141258400,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,,2023-10-26,873867771013.194,292977949,2982.7083369103502,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1964,,2023-10-26,NA,105959979,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1965,,2023-10-26,NA,108336203,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1966,,2023-10-26,NA,110798486,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1967,,2023-10-26,NA,113319950,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,,2023-10-26,660180290585.979,248713095,2654.3849272833,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,,2023-10-26,683807654813.894,255482918,2676.52984460548,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1999,,2023-10-26,695235586782.707,262397030,2649.55585351978,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,,2023-10-26,720294927730.994,269611898,2671.59918784813,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1973,,2023-10-26,NA,130563107,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1974,,2023-10-26,NA,133953892,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1975,,2023-10-26,NA,137548613,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,,2023-10-26,1649904647786.04,397855507,4146.99462180886,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1977,,2023-10-26,NA,145122851,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1978,,2023-10-26,NA,149206663,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1979,,2023-10-26,NA,153459665,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1980,,2023-10-26,NA,157825609,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1981,,2023-10-26,NA,162323313,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1982,,2023-10-26,NA,167023385,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1983,,2023-10-26,NA,171566640,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1984,,2023-10-26,NA,176054495,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1972,,2023-10-26,NA,127364044,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1986,,2023-10-26,NA,185720244,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1987,,2023-10-26,NA,190759952,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2013,,2023-10-26,1558975329484.32,387204553,4026.2319164525,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2018,,2023-10-26,1798952061583.4,442646825,4064.07989390503,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2015,,2023-10-26,1695471340291.32,408690375,4148.54727198144,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1963,,2023-10-26,NA,103667517,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2017,,2023-10-26,1746659814390.76,431138704,4051.27119923512,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2022,,2023-10-26,1992634876958.15,490330870,4063.85769053894,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2019,,2023-10-26,1859675906587.22,454306063,4093.44285283557,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2020,,2023-10-26,1845145605905.64,466189102,3957.93380409318,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2021,,2023-10-26,1919728951043.25,478185907,4014.60796510519,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2012,,2023-10-26,1470162108394.59,376797999,3901.72482947444,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2016,,2023-10-26,1702597304656.14,419778384,4055.94325375302,Aggregates,,,,Aggregates,Aggregates
Albania,AL,ALB,1965,,2023-10-26,NA,1864791,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1961,,2023-10-26,NA,1659800,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1975,,2023-10-26,NA,2404831,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1977,,2023-10-26,NA,2513546,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1978,,2023-10-26,NA,2566266,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1966,,2023-10-26,NA,1914573,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1968,,2023-10-26,NA,2022272,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1969,,2023-10-26,NA,2081695,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1970,,2023-10-26,NA,2135479,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1984,,2023-10-26,NA,2904429,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1971,,2023-10-26,NA,2187853,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1972,,2023-10-26,NA,2243126,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1973,,2023-10-26,NA,2296752,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1974,,2023-10-26,NA,2350124,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1976,,2023-10-26,NA,2458526,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1963,,2023-10-26,NA,1762621,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1964,,2023-10-26,NA,1814135,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2002,,2023-10-26,20606159050.6868,3051010,6753.88119038837,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1967,,2023-10-26,NA,1965598,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2004,,2023-10-26,22944585414.1958,3026939,7580.12811430816,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
