country,iso2c,iso3c,year,status,lastupdated,co2pcap,forest,renewable,fossil,nuclea,region,capital,longitude,latitude,income,lending
Afghanistan,AF,AFG,2001,,2023-12-18,0.0552927191691124,1.85278199408184,72.8114599913182,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2002,,2023-12-18,0.0668101379335566,1.85278199408184,79.0639711991138,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2003,,2023-12-18,0.0730049683971786,1.85278199408184,70.2497285559175,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1960,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1976,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1977,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1978,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1979,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1980,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1981,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1982,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1983,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1984,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1985,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1986,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1987,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1975,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1989,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1990,,2023-12-18,0.191389344873899,1.85278199408184,67.7304964539007,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2018,,2023-12-18,0.299082634225993,1.85278199408184,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2019,,2023-12-18,0.297563650500103,1.85278199408184,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2020,,2023-12-18,0.223478872007068,1.85278199408184,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2021,,2023-12-18,NA,1.85278199408184,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2022,,2023-12-18,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2017,,2023-12-18,0.281195815732375,1.85278199408184,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Africa Eastern and Southern,ZH,AFE,1974,,2023-12-18,NA,NA,NA,71.963710116217,0,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1975,,2023-12-18,NA,NA,NA,72.0883178453121,0,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1990,,2023-12-18,0.982974821664844,36.2300057282616,14.3652582234595,74.9385789647268,3.86679076640677,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1991,,2023-12-18,0.942211640748009,36.0787524728735,15.3528720029348,74.3411159287383,4.1408296828317,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1966,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1980,,2023-12-18,NA,NA,NA,74.1560315239799,0,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1976,,2023-12-18,NA,NA,NA,71.2291303516353,0,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1982,,2023-12-18,NA,NA,NA,76.1359591409234,0,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1970,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1971,,2023-12-18,NA,NA,NA,78.3886197750687,0,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1972,,2023-12-18,NA,NA,NA,74.4448810886113,0,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1973,,2023-12-18,NA,NA,NA,75.0703812006696,0,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,,2023-12-18,1.00115403954986,31.6806350481134,22.7326039395982,68.4757724107126,3.73257405151658,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,,2023-12-18,1.01375799854783,31.4706339393903,24.9665894302136,66.6067664122674,3.58003778041762,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,,2023-12-18,0.960429835565109,31.2604198312,25.6758787545077,65.9281267450758,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1963,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1977,,2023-12-18,NA,NA,NA,69.7407278661038,0,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1978,,2023-12-18,NA,NA,NA,71.056906809034,0,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1979,,2023-12-18,NA,NA,NA,71.7268937096316,0,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1981,,2023-12-18,NA,NA,NA,75.4118343305656,0,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1968,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1969,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,,2023-12-18,1.01748842169894,32.5834154809305,21.1629993280905,69.9177864200529,3.30639793117875,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,,2023-12-18,0.976840416537629,32.3709935184968,21.3237793496936,69.501043286841,3.60897890715266,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,,2023-12-18,0.989584670174698,31.8906542574533,21.795825040308,69.7804387790682,3.21286201581089,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1987,,2023-12-18,NA,NA,NA,76.6091194283266,3.13093328240117,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1988,,2023-12-18,NA,NA,NA,73.2819234126239,5.09078116327145,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1989,,2023-12-18,NA,NA,NA,73.3188048266063,5.21150072220268,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,,2023-12-18,0.891352058110034,34.71747317438,15.9837375193401,73.5217047737503,4.6812610011623,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1964,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1965,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,,2023-12-18,1.00806527896429,33.4759771460329,17.6912731556032,73.1697193280786,3.39617204895909,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2021,,2023-12-18,NA,29.9551940597337,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2022,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,,2023-12-18,1.0536629577756,32.9413958772235,18.2886424947058,72.245090045459,3.67283768306481,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1983,,2023-12-18,NA,NA,NA,76.5997869427573,0,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1985,,2023-12-18,NA,NA,NA,75.1556844178448,2.86216592277928,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1986,,2023-12-18,NA,NA,NA,73.5334303278208,4.58353835112378,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1960,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1961,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1962,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,,2023-12-18,0.996423294294411,33.2978017194404,18.4729239384687,72.7332369576159,2.90375713765746,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2016,,2023-12-18,0.941337318704173,31.0396815405574,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2017,,2023-12-18,0.933873860430409,30.8243162200106,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2018,,2023-12-18,0.921453437400276,30.6115117598975,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,,2023-12-18,0.933000619673823,35.4737394513208,13.2938812113663,75.8232218068778,4.67901966690434,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1967,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1993,,2023-12-18,0.909549811376464,35.7762459620971,13.4830698006467,77.1328692484987,3.20140371398905,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,,2023-12-18,0.990734179791909,32.7631306258922,19.7553384730423,70.8849501467097,3.66591015095212,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,,2023-12-18,0.902134156401531,34.8687264297681,15.4356717293965,73.8694889110507,4.8162051356146,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,,2023-12-18,0.943199917017691,35.3224861959326,12.7383932374979,76.3989385146116,4.60390022983511,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1984,,2023-12-18,NA,NA,NA,75.8533125403795,2.22243643185797,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1998,,2023-12-18,0.963156699493026,35.0199796851563,14.8755923535299,73.9450034447237,5.10808624073304,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,,2023-12-18,0.98808295147808,34.1774411765453,16.930335047973,73.2373254181138,4.06947230397412,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2019,,2023-12-18,0.915293997560283,30.3916259482678,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,,2023-12-18,0.958882806123569,34.5374625084351,17.5841680969321,72.9390538918171,3.78081009075094,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,,2023-12-18,0.96155340691747,34.3574518424902,18.0356373929627,72.2587331609438,4.0261818699978,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1994,,2023-12-18,0.91341322587499,35.624992706709,13.2323458888177,76.4177096819133,4.14943405224159,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2020,,2023-12-18,0.795419908400246,30.1742527100624,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,,2023-12-18,1.01324862674819,33.1195040374608,18.1734689606324,72.8104800158551,3.15326790402171,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,,2023-12-18,1.03247558584141,33.6542735773628,16.9447767853524,73.1874227742699,4.09212952817245,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,,2023-12-18,0.962202862561076,35.1712329405445,12.5166028867784,76.4734797673909,4.76802304549919,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1992,,2023-12-18,0.907935931155447,35.9274992174853,14.1055643204835,75.4829120582873,4.25065047774514,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,,2023-12-18,0.436976622026936,20.8582659317383,41.7271714184477,47.3379153109684,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,,2023-12-18,0.409795106242244,20.7661387298829,41.5502121232493,48.0671409314433,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1991,,2023-12-18,0.521084172639437,22.6587456692513,60.3187350476955,32.9417350629089,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1994,,2023-12-18,0.46238438076458,22.3042582950282,54.7595477846366,38.5385448811217,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,,2023-12-18,0.492656164242569,22.1860958369538,55.3375454154314,38.1499950187401,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1992,,2023-12-18,0.558013390348254,22.5405832111769,59.1522995026876,34.1643479298079,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,,2023-12-18,0.44781657746394,20.6740115280274,38.5470844098241,51.504706925948,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,,2023-12-18,0.451578090414909,20.586055376098,37.7036499888252,54.1090205953101,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,,2023-12-18,0.554304710490402,22.0679333788794,54.6191823858727,38.7384949198133,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1969,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,,2023-12-18,0.486595754078467,21.411029142871,46.2630897039256,42.0180057209867,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1960,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1961,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1962,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1993,,2023-12-18,0.51385898879303,22.4224207531025,57.4339912009929,35.8160509396654,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,,2023-12-18,0.497074476698602,21.2267747391601,45.6484278898403,46.1328541056828,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,,2023-12-18,0.490733875302163,21.1346475373047,44.0933350488018,46.8858895224052,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,,2023-12-18,0.452812730778115,21.0425203354492,40.8432102037739,47.1354310259307,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,,2023-12-18,0.4268423571362,20.9503931335938,36.9362892156229,50.0004274278024,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1968,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1970,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1971,,2023-12-18,NA,NA,NA,17.2375901294835,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1985,,2023-12-18,NA,NA,NA,39.5847617972266,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,,2023-12-18,0.53355234610125,21.5031563447265,51.3235586107454,38.4438185569692,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1988,,2023-12-18,NA,NA,NA,37.4007870553528,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1989,,2023-12-18,NA,NA,NA,36.9694058477449,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1990,,2023-12-18,0.470111269365381,22.7769081273257,55.6631493421214,37.2993376365403,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1976,,2023-12-18,NA,NA,NA,21.3260085011617,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,,2023-12-18,0.505790512582229,21.3189019410156,45.4518842512965,42.8858887374933,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1964,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1965,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1966,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1967,,2023-12-18,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,,2023-12-18,0.54006197783836,21.9497709208051,54.3748011551467,38.9705137792077,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,,2023-12-18,0.506709395733456,21.8316084627307,48.3722732566535,41.035192234555,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1999,,2023-12-18,0.502905402549716,21.7134460046563,50.1833736158241,40.1509587151978,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,,2023-12-18,0.521688597733918,21.5952835465819,52.858872916918,38.4352658087921,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1973,,2023-12-18,NA,NA,NA,20.9033541319583,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1974,,2023-12-18,NA,NA,NA,14.9853800863029,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1975,,2023-12-18,NA,NA,NA,19.9297020488601,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,,2023-12-18,0.493504869344438,20.3221869203098,34.5661459313632,56.0538357807968,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1977,,2023-12-18,NA,NA,NA,25.788512908067,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1978,,2023-12-18,NA,NA,NA,32.1161018088767,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1979,,2023-12-18,NA,NA,NA,29.6157087145442,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1980,,2023-12-18,NA,NA,NA,30.8155780963629,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1981,,2023-12-18,NA,NA,NA,32.0245305212551,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1982,,2023-12-18,NA,NA,NA,33.8662193024654,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1983,,2023-12-18,NA,NA,NA,45.4679237090431,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1984,,2023-12-18,NA,NA,NA,46.5292289759475,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1972,,2023-12-18,NA,NA,NA,21.3309190408644,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1986,,2023-12-18,NA,NA,NA,36.8153271189421,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1987,,2023-12-18,NA,NA,NA,40.1710125454147,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2013,,2023-12-18,0.481623107360517,20.4101430722392,35.1638636501873,54.0566539725854,0,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2018,,2023-12-18,0.475817012806994,19.9860995956125,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2015,,2023-12-18,0.47557674926893,20.2342307683804,31.2335314124894,60.8082243666177,NA,Aggregates,,,,Aggregates,Aggregates
