country,iso2c,iso3c,year,status,lastupdated,education,primary,secondary,tertiary,under5,hiv_uninfected,edu_gender,labor_gender,unemploy_f,aid_dependancy,region,capital,longitude,latitude,income,lending
Afghanistan,AF,AFG,1983,,2023-12-18,NA,NA,NA,NA,224.2,NA,NA,NA,NA,13479999.5422363,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1984,,2023-12-18,NA,27.0965194702148,15.0001802444458,NA,217.7,NA,0.469949990510941,NA,NA,6710000.03814697,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1985,,2023-12-18,NA,27.3577995300293,14.6859302520752,NA,211.1,NA,0.476029992103577,NA,NA,16319999.6948242,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1986,,2023-12-18,NA,29.0641803741455,13.2240104675293,2.37948989868164,204.6,NA,0.530939996242523,NA,NA,2650000.09536743,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1987,,2023-12-18,NA,NA,NA,1.88179004192352,197.9,NA,NA,NA,NA,46520000.4577637,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1975,,2023-12-18,1.30332005023956,36.7159118652344,12.2571201324463,1.19384002685547,274,NA,0.173899993300438,NA,NA,66980003.3569336,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1989,,2023-12-18,NA,35.4821014404297,14.1261196136475,NA,184.9,NA,NA,NA,NA,149320007.324219,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1990,,2023-12-18,NA,34.5772399902344,12.3093795776367,2.46528005599976,178.5,0.01,NA,19.6160277606648,NA,122720001.220703,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2018,,2023-12-18,NA,107.780532836914,57.0392990112305,9.96378993988037,62.2,0.06,0.636020004749298,29.4930308827548,13.924,3792489990.23438,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2019,,2023-12-18,NA,110.007507324219,NA,NA,59.9,0.06,NA,30.0532752646644,13.881,4137000000,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2020,,2023-12-18,NA,NA,NA,10.8584403991699,57.8,0.06,NA,24.6862301129122,16.783,4208490234.375,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2021,,2023-12-18,NA,NA,NA,NA,55.7,0.07,NA,NA,NA,4656339843.75,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2022,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2017,,2023-12-18,4.34319019317627,106.129997253418,55.4021492004395,NA,64.6,0.06,0.641690015792847,28.93696493811,14.017,3811739990.23438,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Africa Eastern and Southern,ZH,AFE,1974,,2023-12-18,NA,65.1553421020508,17.7034091949463,1.95048999786377,NA,NA,0.78125,NA,NA,1265530004.68016,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1975,,2023-12-18,NA,67.497802734375,18.2366905212402,1.99505996704102,NA,NA,0.784210026264191,NA,NA,1871239952.0278,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1990,,2023-12-18,NA,72.5151596069336,24.4128704071045,3.13509011268616,165.832561519295,7.94905245013177,0.870360016822815,81.9905292371959,NA,10480720001.2207,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1991,,2023-12-18,NA,73.8209991455078,24.7756805419922,3.25391006469727,164.161054739235,8.69995824909469,0.874729990959167,82.177941319657,7.32214096512986,10194609941.4826,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1966,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1980,,2023-12-18,NA,77.7022705078125,21.0221405029297,2.22383999824524,NA,NA,0.811909973621368,NA,NA,4669250015.02037,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1976,,2023-12-18,NA,68.9899368286133,18.6968803405762,2.02551007270813,NA,NA,0.782580018043518,NA,NA,1689510023.11707,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1982,,2023-12-18,NA,79.6594161987305,22.3808002471924,2.35362005233765,NA,NA,0.826870024204254,NA,NA,4830960004.80652,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1970,,2023-12-18,NA,59.6303100585938,17.0703792572021,1.83012998104096,NA,NA,0.758109986782074,NA,NA,491530003.177002,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1971,,2023-12-18,NA,59.7743301391602,17.0910701751709,1.83247005939484,NA,NA,0.759419977664948,NA,NA,563959994.575008,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1972,,2023-12-18,NA,60.5354385375977,17.4003200531006,1.8614000082016,NA,NA,0.765359997749329,NA,NA,688990003.872663,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1973,,2023-12-18,NA,61.7024383544922,17.5800399780273,1.88768005371094,NA,NA,0.770550012588501,NA,NA,804809999.719262,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,,2023-12-18,4.68991708755493,103.105949401855,41.7627487182617,8.29008007049561,75.4426897327386,3.38537285100861,0.926739990711212,85.6580324981552,7.00746082263801,29207570093.1549,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,,2023-12-18,4.7172999382019,102.721893310547,42.6169509887695,8.39443969726562,72.4923836880967,3.12571042948207,0.932219982147217,85.6349260434804,7.03124265696334,25900260070.8008,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,,2023-12-18,4.74350023269653,101.720733642578,42.6308517456055,8.55912971496582,69.8691858575132,2.87830846248778,0.939180016517639,85.7592912494248,7.22285060044861,25497109967.7086,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1963,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1977,,2023-12-18,NA,70.8362579345703,19.1301593780518,2.05232000350952,NA,NA,0.789420008659363,NA,NA,2117160013.67569,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1978,,2023-12-18,NA,71.9246215820312,19.7233390808106,2.12987995147705,NA,NA,0.797399997711182,NA,NA,2778050024.03259,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1979,,2023-12-18,NA,74.7244415283203,20.328670501709,2.17006993293762,NA,NA,0.801649987697601,NA,NA,3852599973.44017,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1981,,2023-12-18,NA,79.324836730957,21.5330104827881,2.25886988639831,NA,NA,0.821569979190826,NA,NA,4549970002.65121,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1968,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1969,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,,2023-12-18,4.49659013748169,103.373596191406,39.0324783325195,7.3374400138855,86.4163803141884,4.08385543801628,0.914219975471497,85.8690296278679,7.54905884444252,24977449817.6575,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,,2023-12-18,4.63901448249817,103.343673706055,39.740421295166,7.72468996047974,82.4915063909405,3.86766623854678,0.908349990844727,85.8248599176575,7.31170093203801,28533789930.3436,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,,2023-12-18,4.93121004104614,103.540168762207,40.8060302734375,8.03289985656738,78.7877273029938,3.65539182056164,0.915709972381592,85.5903747065169,7.13502502796261,26226879871.3684,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1987,,2023-12-18,NA,74.642692565918,24.7653102874756,2.83267998695373,NA,NA,0.853290021419525,NA,NA,7560669958.11463,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1988,,2023-12-18,NA,73.8232116699219,24.661600112915,2.94925999641419,NA,NA,0.847940027713776,NA,NA,8521049962.99744,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1989,,2023-12-18,NA,75.0681686401367,24.1962203979492,3.10331010818481,NA,NA,0.860490024089813,NA,NA,8447229913.71156,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,,2023-12-18,3.60612988471985,78.7393798828125,27.6038208007812,3.886470079422,138.180234738639,7.05590441790128,0.875769972801209,85.2192780225682,7.14019264515086,7995110001.56403,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1964,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1965,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,,2023-12-18,4.00578022003174,94.6203231811523,32.3016395568848,5.29736995697021,110.471932277019,5.27840069798186,0.887009978294373,86.7483607212997,6.71766022181682,16411430004.1199,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2021,,2023-12-18,4.63225483894348,104.895492553711,NA,8.85052013397217,57.2847270993243,1.51533271957852,NA,87.164944519491,8.49589767306206,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2022,,2023-12-18,3.90622544288635,104.882606506348,NA,NA,NA,NA,NA,87.4630426727967,8.51063111535505,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,,2023-12-18,4.28008008003235,104.399238586426,36.856819152832,6.14764976501465,95.3811815990238,4.48982460772004,0.90158998966217,86.4097844145094,6.61607948250506,23679979837.4176,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1983,,2023-12-18,NA,79.5842437744141,23.0288600921631,2.37891006469727,NA,NA,0.830320000648499,NA,NA,4704879937.89651,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1985,,2023-12-18,4.09021997451782,76.6655883789062,24.5039596557617,2.57978010177612,NA,NA,0.831470012664795,NA,NA,5459229925.63248,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1986,,2023-12-18,NA,76.4804306030273,24.7361793518066,2.71320009231567,NA,NA,0.836849987506866,NA,NA,6289619968.41431,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1960,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1961,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1962,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,,2023-12-18,3.87146997451782,97.2743530273438,33.8707008361816,5.57156991958618,105.457181745716,5.0085622609692,0.893890023231506,86.7407023680697,6.74424062958865,18452829945.5643,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2016,,2023-12-18,4.69199991226196,102.24861907959,42.7814483642578,8.71965026855469,67.3639290496706,2.65268080618313,0.944530010223389,85.8938734388803,7.373212890157,25069150086.4029,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2017,,2023-12-18,4.82044506072998,103.041770935059,43.0907287597656,8.85848999023438,65.0910528384151,2.37527431907515,0.943430006504059,86.2967766800285,7.45504563236438,27881609782.219,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2018,,2023-12-18,4.73974990844727,104.289360046387,43.1938400268555,8.89824962615967,62.8571893618424,2.09528891621827,0.940410017967224,86.5799183108462,7.41715282377877,27525489810.9436,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,,2023-12-18,NA,73.8614196777344,25.8681907653809,3.68391990661621,156.580561402565,8.97373256199428,0.869859993457794,83.8254903210482,7.11874568328866,10800960118.2938,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1967,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1993,,2023-12-18,NA,72.244270324707,24.5828495025635,3.5731999874115,161.379202446574,9.33663005359223,0.882049977779388,82.7844874288952,7.23111263692523,10290579914.093,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,,2023-12-18,NA,104.048736572266,38.0400314331055,6.74424982070923,90.7111291854921,4.29487998711117,0.9096400141716,86.2490124113375,6.70038198188939,25143129997.2534,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,,2023-12-18,3.9397599697113,76.8383483886719,27.4339294433594,3.65201997756958,142.992355070727,7.47494179911939,0.877820014953613,84.9220137049579,7.23034560869451,7481400024.41407,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,,2023-12-18,NA,73.7845077514648,26.2008209228516,3.63452005386352,153.998650706914,8.62699116099285,0.867079973220825,84.1023855802607,7.17185847385218,8218980037.68921,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1984,,2023-12-18,NA,78.8858489990234,23.7371406555176,2.47049999237061,NA,NA,0.836009979248047,NA,NA,4588420012.47406,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1998,,2023-12-18,NA,77.8437271118164,27.1694602966309,3.59977006912231,147.410842670347,7.88511699988231,0.86515998840332,84.6052442712977,7.2471831876854,7679369930.26734,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,,2023-12-18,NA,88.6301879882812,29.8828105926514,4.77488994598389,121.43551493647,5.90052314276387,0.877120018005371,86.1075572563827,7.08633072569566,16522039883.6136,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2019,,2023-12-18,4.54195022583008,105.208808898926,43.437198638916,8.80928993225098,60.8559168091663,1.86279052329694,0.941209971904755,86.889590190857,7.62024158144095,30202910114.2884,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,,2023-12-18,4.34167003631592,81.7369689941406,28.6110305786133,4.2094202041626,132.744121726178,6.66652226589332,0.876429975032806,85.4486159806087,7.05937357531829,8510100046.15784,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,,2023-12-18,NA,84.5651321411133,29.2799606323242,4.46935987472534,127.135609785381,6.28281596305704,0.874459981918335,85.7699571975459,7.08038320946909,11407200153.3508,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1994,,2023-12-18,NA,72.1010284423828,25.0341796875,3.76291990280151,161.983963117422,9.25198451876716,0.87907999753952,83.2367162288621,7.16748411191008,10310319892.8833,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2020,,2023-12-18,4.35243988037109,106.161376953125,43.8021202087402,9.23036003112793,59.0873088673173,1.64800644011611,0.944029986858368,86.6844360929179,8.12084504529987,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,,2023-12-18,NA,100.58602142334,35.3495903015137,5.73356008529663,100.411263900067,4.75038333103867,0.894240021705627,86.5829772633159,6.67252617382366,20486030153.2746,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,,2023-12-18,3.74496006965637,91.0219879150391,31.3059501647949,5.05759000778198,115.828866802817,5.58350500595284,0.880230009555817,86.4382078552552,6.88125398293603,16249479990.9592,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,,2023-12-18,NA,77.6629180908203,26.319450378418,3.6053800582885702,151.260901621137,8.27350625159365,0.866699993610382,84.3397863716727,7.24158577333761,8028639986.03821,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1992,,2023-12-18,NA,72.2410278320312,24.415060043335,3.35310006141663,162.695216656375,9.14887315357039,0.878069996833801,82.4739913945486,7.30052754950828,11410189949.0357,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,,2023-12-18,2.49827003479004,84.2991790771484,33.1533699035645,7.730299949646,129.379974797983,1.44602040953435,0.844940006732941,83.7765565998345,4.30749199316571,12531550003.0518,Aggregates,,,,Aggregates,Aggregates
