country,iso2c,iso3c,year,status,lastupdated,electricity_ur,electricity_ru,water_ur,water_ru,sanitation_ur,sanitation_ru,region,capital,longitude,latitude,income,lending
Afghanistan,AF,AFG,1984,,2023-12-18,NA,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1985,,2023-12-18,NA,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1986,,2023-12-18,NA,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1987,,2023-12-18,NA,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1975,,2023-12-18,NA,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1989,,2023-12-18,NA,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1990,,2023-12-18,NA,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2018,,2023-12-18,98.7636108398438,91.6060600230095,91.4262336612178,63.8491705301395,63.0076996489435,44.5209485219417,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2019,,2023-12-18,99.5,97.0756269501314,93.7835255788761,66.8475552604412,65.224096822403,46.070722496867,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2020,,2023-12-18,99.5,97.0667125932952,96.1553707769587,69.8851732779974,66.9467946750793,47.6186603582721,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2021,,2023-12-18,99.5,97.0572022178384,98.5417692554677,72.9620245828077,68.6694925277556,49.1665982196776,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2022,,2023-12-18,NA,NA,98.9863631687243,76.0781091748725,70.3921903804319,50.7145360810827,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2017,,2023-12-18,99.5,97.0919732482142,89.0834950239857,60.8900190870919,60.8180891218754,42.9713022205054,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Africa Eastern and Southern,ZH,AFE,1974,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1975,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1990,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1991,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1966,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1980,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1976,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1982,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1970,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1971,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1972,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1973,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,,2023-12-18,66.7957345750975,18.6723059476993,79.5289459907934,38.0034685393395,43.7672675769312,20.2918858417423,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,,2023-12-18,65.9988980187913,17.6239561137036,79.6728399654893,38.9070114509059,44.153761874395,20.7785225137381,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,,2023-12-18,67.0223317420289,16.5166329797999,79.8338573172516,39.8241459046362,44.5767198564071,21.2734639497763,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1963,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1977,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1978,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1979,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1981,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1968,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1969,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,,2023-12-18,62.9601364534058,14.4627604783022,79.4336632808187,35.2262042597416,42.997037161615,19.2202205620957,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,,2023-12-18,65.873454513374,16.1009040222933,79.2573011939827,36.2113563996737,43.061194835356,19.3431805221068,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,,2023-12-18,66.6302986390862,19.3751714802833,79.3942628816501,37.1071043780713,43.4052633512588,19.8173323713729,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1987,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1988,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1989,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,,2023-12-18,53.6816577808585,8.62349738713396,78.5223106376856,26.8298038187553,40.4348342530278,15.0393416957692,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1964,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1965,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,,2023-12-18,58.0645714875702,10.4427955703514,78.8771917220064,30.6950771079262,41.4617463831778,16.8153501166384,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2021,,2023-12-18,75.5591742389248,32.7726898837157,80.3400362575176,45.3113699800684,45.0238242350661,23.463878708214,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2022,,2023-12-18,NA,NA,80.3648057899183,46.1690629676727,45.0243017337341,23.6755725552128,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,,2023-12-18,58.8837407439322,12.9865086541341,79.2196780915119,33.3668270414511,42.3544532875149,18.2340376018402,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1983,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1985,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1986,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1960,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1961,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1962,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,,2023-12-18,58.6094590195215,12.5180411959847,78.9808590607755,31.5782935492462,41.7530185546642,17.2850782473589,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2016,,2023-12-18,68.9074035912735,24.5944742175144,79.9554617350993,40.7203468517516,44.9368688113443,21.7390780419106,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2017,,2023-12-18,70.663095630933,25.3892973709915,80.0039069316216,41.6899725454413,45.3057093304223,22.2122352068538,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2018,,2023-12-18,71.565375901735493,27.0417428231018,80.1424653837153,42.6224400616843,45.5839279280822,22.4899479770846,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1967,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1993,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,,2023-12-18,61.2102132896199,15.5277914218334,79.3255379239359,34.2974956828161,42.6742045693464,18.729389495951,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1984,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1998,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,,2023-12-18,56.3335252331815,9.76549107771651,78.7357082949855,29.051158078821,41.0110072242322,16.0050761180093,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2019,,2023-12-18,72.6116853088443,29.1382848280998,80.2403880573998,43.5493257413366,45.7781885575883,22.8719167421394,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,,2023-12-18,53.2353309685579,NA,78.5614213636207,27.5668595064949,40.6171170386235,15.3520512873661,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,,2023-12-18,55.3409972063531,NA,78.6614468210465,28.2963821064017,40.8246733268393,15.6707430552036,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1994,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2020,,2023-12-18,74.1299234862283,30.9986867049528,80.3022817002965,44.434751908536,45.9350619371347,23.2145591628901,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,,2023-12-18,60.7681917576527,12.5271501168806,79.1202184169558,32.4509497709015,42.0483171075634,17.7487410062483,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,,2023-12-18,56.9948097726403,10.9102432017627,78.7853970586621,29.8270087907775,41.1998949539271,16.3347537055608,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1992,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,,2023-12-18,75.567127661332,19.5294684265663,80.3153766225521,44.6365880003288,37.389640979169,19.6141672038337,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,,2023-12-18,75.5020442445163,18.811945091111,80.9631208774151,45.6042738806193,38.386587873901,19.998581565508,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1991,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1994,,2023-12-18,76.3298096678448,12.4222510546919,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,,2023-12-18,76.1319446292734,12.8090005753369,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1992,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,,2023-12-18,74.0988258188152,20.5018567875837,81.620936094562,46.5704760391935,39.3982942063877,20.3874756872099,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,,2023-12-18,79.2885003051259,22.1659537871938,82.3032894362136,47.5496120520625,40.4246475630271,20.7805011000579,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,,2023-12-18,73.0527166820414,12.6644329826254,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1969,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,,2023-12-18,72.1896531207082,15.7797417847525,76.6435700159525,38.8131974992187,31.8022871048114,17.3750646934924,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1960,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1961,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1962,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1993,,2023-12-18,76.2783242913483,12.10974589587,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,,2023-12-18,73.213182758088,17.2314666394496,77.8219054809892,40.7402666579094,33.5692391689998,18.0955398248716,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,,2023-12-18,73.9197203560477,17.5066481686985,78.4311911306078,41.7151981154101,34.499912707388,18.4673370740674,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,,2023-12-18,74.6436424766574,18.139124029399,79.0495254304714,42.6904622165465,35.4499414270614,18.8461352723707,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,,2023-12-18,76.1255748355077,17.7356641940046,79.67804863377,43.6647217588893,36.4129917479817,19.2290997620394,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1968,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1970,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1971,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1985,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,,2023-12-18,72.1434864856483,16.144911164883,76.0766210205613,37.851847792403,30.9691077738626,17.03077559384,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1988,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1989,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1990,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1976,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,,2023-12-18,73.2459393482197,21.3864784616031,77.2253570565613,39.7722289023153,32.668699552243,17.73037844721,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1964,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1965,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1966,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1967,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,,2023-12-18,72.4605357814795,15.0708607809303,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,,2023-12-18,73.0811624483064,14.2680450987084,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1999,,2023-12-18,72.8202701502269,17.9583481340925,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,,2023-12-18,71.4031271089309,16.6572812195895,75.7922956278718,36.9418347659182,30.6971903671336,16.9391526186901,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1973,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1974,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1975,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,,2023-12-18,79.7535099087116,22.4260242200762,84.4134776777252,50.4816917882668,43.5885617463132,21.9834287556413,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1977,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1978,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1979,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1980,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1981,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1982,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1983,,2023-12-18,NA,NA,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
