country,iso2c,iso3c,year,status,lastupdated,refugee_asylum,refugee_origin,oda_gni,oda_usd,oda_gov,military_usd,military_gov,arms_imports,arms_exports,region,capital,longitude,latitude,income,lending
Afghanistan,AF,AFG,1986,,2023-12-18,NA,5094283,NA,2650000.09536743,NA,NA,NA,284000000,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1987,,2023-12-18,NA,5511740,NA,46520000.4577637,NA,NA,NA,561000000,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1975,,2023-12-18,NA,NA,2.7703126388437598,66980003.3569336,NA,4203664.56865451,NA,90000000,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1989,,2023-12-18,NA,5643989,NA,149320007.324219,NA,NA,NA,2151000000,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1990,,2023-12-18,50,6339095,NA,122720001.220703,NA,NA,NA,1865000000,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2018,,2023-12-18,72228,2681267,20.7302035414429,3792489990.23438,NA,198074728.574408,3.72485527466578,313000000,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2019,,2023-12-18,72227,2727556,21.6816377455276,4137000000,NA,226306243.729258,4.27573619654266,383000000,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2020,,2023-12-18,72278,2594827,20.9323920262045,4208490234.375,NA,279576954.925193,4.97282537449934,234000000,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2021,,2023-12-18,66949,2712869,32.4424100455941,4656339843.75,NA,278250788.014927,NA,65000000,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2022,,2023-12-18,52159,5661675,NA,NA,NA,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2017,,2023-12-18,75927,2624265,20.1022374550724,3811739990.23438,51.8242631305834,191407113.244397,3.65259208973618,236000000,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Africa Eastern and Southern,ZH,AFE,1974,,2023-12-18,NA,NA,1.68453551818385,1265530004.68016,NA,1912090260.16004,NA,793000000,2000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1975,,2023-12-18,NA,NA,2.35007359429537,1871239952.0278,NA,2359066011.77603,NA,1421000000,28000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1990,,2023-12-18,4709569,4690534,4.43288630761983,10480720001.2207,NA,9775857050.41861,NA,272000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1991,,2023-12-18,3999242,4151078,3.99019049313484,10194609941.4826,NA,8341006681.63332,NA,216000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1966,,2023-12-18,NA,NA,NA,NA,NA,562790768.389177,NA,775000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1980,,2023-12-18,NA,NA,3.00258353315801,4669250015.02037,NA,5688875761.40021,NA,1242000000,49000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1976,,2023-12-18,NA,NA,2.123016235179,1689510023.11707,NA,2711217181.47119,NA,1258000000,19000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1982,,2023-12-18,NA,NA,3.14810196587254,4830960004.80652,NA,5586490773.70499,NA,1414000000,1000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1970,,2023-12-18,NA,NA,1.24233729275542,491530003.177002,NA,808051583.819031,NA,1234000000,2000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1971,,2023-12-18,NA,NA,1.30132442637858,563959994.575008,NA,930569413.181881,NA,874000000,7000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1972,,2023-12-18,NA,NA,1.47846259235161,688990003.872663,NA,978416632.720141,NA,575000000,22000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1973,,2023-12-18,NA,NA,1.3168557117424,804809999.719262,NA,1341007129.32249,NA,725000000,1000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,,2023-12-18,2054335,2977763,3.08756126601825,29207570093.1549,NA,15581977215.0537,5.88159524209112,521000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,,2023-12-18,2637640,3559470,2.67155908737194,25900260070.8008,NA,16829353040.2181,5.964746193243,293000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,,2023-12-18,3333273,4195068,2.82989046399508,25497109967.7086,NA,15383318097.6508,6.00453178430191,312000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1963,,2023-12-18,NA,NA,NA,NA,NA,321692705.290135,NA,617000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1977,,2023-12-18,NA,NA,2.38751654817307,2117160013.67569,NA,3516242094.08135,NA,2126000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1978,,2023-12-18,NA,NA,2.80219878603603,2778050024.03259,NA,4436187157.32162,NA,2626000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1979,,2023-12-18,NA,NA,3.27266825351656,3852599973.44017,NA,5059938377.44219,NA,960000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1981,,2023-12-18,NA,NA,2.78730500335554,4549970002.65121,NA,5821777472.14513,NA,1628000000,57000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1968,,2023-12-18,NA,NA,NA,NA,NA,651839873.849006,NA,309000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1969,,2023-12-18,NA,NA,NA,NA,NA,748192662.805837,NA,471000000,13000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,,2023-12-18,1384532,2302760,3.0203265060066,24977449817.6575,NA,11939662796.3399,5.16625815126344,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,,2023-12-18,1765825,2771433,3.07557707467128,28533789930.3436,NA,13243429787.9745,5.26613111270073,1087000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,,2023-12-18,1900709,2893167,2.78220618398456,26226879871.3684,NA,13839864655.0265,5.12448713310758,954000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1987,,2023-12-18,NA,NA,4.35212789749257,7560669958.11463,NA,7253046582.51314,NA,1866000000,79000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1988,,2023-12-18,NA,NA,4.5002166392625496,8521049962.99744,NA,8315635574.15312,NA,1251000000,25000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1989,,2023-12-18,NA,NA,4.13180512984966,8447229913.71156,NA,8397362648.98043,NA,321000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,,2023-12-18,2444941,2943809,2.93281369336895,7995110001.56403,NA,5401733241.50712,7.68517738430472,512000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1964,,2023-12-18,NA,NA,NA,NA,NA,426835467.933919,NA,449000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1965,,2023-12-18,NA,NA,NA,NA,NA,523675713.748699,NA,509000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,,2023-12-18,1809163,2538163,3.32302810747918,16411430004.1199,NA,8391802332.31698,6.74494289998627,618000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2021,,2023-12-18,5436720,6146257,NA,NA,NA,11219314898.6431,3.98156591624207,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2022,,2023-12-18,5412266,6121402,NA,NA,NA,11664366311.7212,3.95403965072603,212000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,,2023-12-18,1468955,2162163,3.53336300698001,23679979837.4176,NA,13548644937.3619,6.42906903261401,769000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1983,,2023-12-18,NA,NA,2.86417885465672,4704879937.89651,NA,5954550238.35962,NA,1348000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1985,,2023-12-18,NA,NA,4.34983928695951,5459229925.63248,NA,5268638660.93183,NA,1046000000,60000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1986,,2023-12-18,NA,NA,4.4719427721706,6289619968.41431,NA,5815940446.62014,NA,1559000000,29000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1960,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,73000000,27000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1961,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,33000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1962,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,312000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,,2023-12-18,1786830,2560228,3.33573519121026,18452829945.5643,NA,10168981008.6831,6.94450920223422,987000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2016,,2023-12-18,3990478,4917140,2.89012979742454,25069150086.4029,NA,13659413872.3535,5.79969704364423,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2017,,2023-12-18,5155400,6058091,2.79551942491411,27881609782.219,NA,16172675472.1069,5.87838888014487,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2018,,2023-12-18,5114399,5958200,2.79818993085863,27525489810.9436,NA,12270486684.636,4.47786815301399,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,,2023-12-18,4224082,4138229,4.16313021865833,10800960118.2938,NA,5084815803.2941,NA,96000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1967,,2023-12-18,NA,NA,NA,NA,NA,598887804.075537,NA,462000000,9000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1993,,2023-12-18,4558137,4584996,4.6529749838414,10290579914.093,NA,7129497156.21002,NA,406000000,56000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,,2023-12-18,1327902,2181945,3.62590399681685,25143129997.2534,NA,13534612775.6365,6.9186447778132,402000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,,2023-12-18,2305181,2675448,2.97269395967522,7481400024.41407,NA,5722502786.54834,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,,2023-12-18,2664044,2920244,3.19082214805495,8218980037.68921,NA,4478141130.68525,NA,304000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1984,,2023-12-18,NA,NA,3.02268922453546,4588420012.47406,NA,6059014945.37724,NA,1173000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1998,,2023-12-18,2138848,2445877,2.99871527139782,7679369930.26734,NA,4137540985.31222,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,,2023-12-18,2008664,2633646,4.8526626159425,16522039883.6136,NA,5646539416.27222,7.10450798800355,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2019,,2023-12-18,5087755,5936536,3.0883846914584,30202910114.2884,NA,11691723928.9498,4.19016782519325,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,,2023-12-18,2380557,2869509,3.43739806231903,8510100046.15784,NA,4488594404.40717,7.57182860775111,402000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,,2023-12-18,2328903,2877322,4.4769398873352,11407200153.3508,NA,4895651489.67202,7.90598645621565,NA,24000000,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1994,,2023-12-18,4868057,4965613,4.51011815213331,10310319892.8833,NA,5621952774.36164,NA,408000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2020,,2023-12-18,5183533,5959979,NA,NA,NA,11014698607.7423,4.2189503054525,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,,2023-12-18,1680776,2309300,3.24865887173809,20486030153.2746,NA,11234075317.1965,6.54521321245808,1055000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,,2023-12-18,1897945,2603262,3.8309926673533,16249479990.9592,NA,7366020357.18671,7.21783133892632,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,,2023-12-18,2231241,2503981,2.94724472529288,8028639986.03821,NA,4739305120.39884,NA,345000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1992,,2023-12-18,4242851,4386290,5.13631437198034,11410189949.0357,NA,6310707062.68746,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,,2023-12-18,655084,465615,2.3601416791182,12531550003.0518,NA,4420055281.36649,NA,163000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,,2023-12-18,761510,483889,2.9918851947425402,14215949983.5968,NA,4304860294.26092,NA,223000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1991,,2023-12-18,1009734,1018249,NA,6558540054.32129,NA,1017904206.18611,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1994,,2023-12-18,1622076,1762691,NA,7606889926.91041,NA,889421995.123373,NA,136000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,,2023-12-18,1519345,1486476,NA,6911829978.94287,NA,1114380570.52239,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1992,,2023-12-18,991416,1039785,NA,6609010009.76563,NA,1121450093.76604,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,,2023-12-18,810884,507349,2.75807266172551,15345270011.9019,NA,4658214435.30059,NA,321000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,,2023-12-18,933618,600135,2.24248486472212,14186749874.115,NA,4987982651.04178,NA,252000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,,2023-12-18,1467808,1434430,NA,6707550060.27222,NA,1243017431.17495,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1969,,2023-12-18,NA,NA,NA,NA,NA,792195080.16297,NA,113000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,,2023-12-18,729358,647815,NA,6247569955.82581,NA,1677374103.82213,6.88121390291012,83000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1960,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,51000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1961,,2023-12-18,NA,NA,NA,NA,NA,65730524.3831638,NA,134000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1962,,2023-12-18,NA,NA,NA,NA,NA,90028246.0092655,NA,41000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1993,,2023-12-18,1597411,1741076,NA,6321599979.40064,NA,1223171278.3599,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,,2023-12-18,832774,618362,NA,8213159975.05188,NA,1955986947.41056,7.09806932619829,80000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,,2023-12-18,752345,557930,NA,14364720142.3645,NA,2015580275.88297,6.26409431209988,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,,2023-12-18,625813,479340,NA,20366009918.2129,NA,2343547220.22438,6.612692791499,100000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,,2023-12-18,614139,438512,NA,12652500106.8115,NA,2947400545.65038,NA,180000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1968,,2023-12-18,NA,NA,NA,NA,NA,468085528.047781,NA,89000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1970,,2023-12-18,NA,NA,NA,542780003.070831,NA,805756788.47743,NA,57000000,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1971,,2023-12-18,NA,NA,NA,602020000.085235,NA,798401254.138415,NA,154000000,1000000,Aggregates,,,,Aggregates,Aggregates
