country,iso2c,iso3c,year,status,lastupdated,expenditure,primary,secondary,tertiary,region,capital,longitude,latitude,income,lending
Afghanistan,AF,AFG,1963,,2023-12-18,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1964,,2023-12-18,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1965,,2023-12-18,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1966,,2023-12-18,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1967,,2023-12-18,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1968,,2023-12-18,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1969,,2023-12-18,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1970,,2023-12-18,NA,33.4200096130371,8.88566017150879,0.806509971618652,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1971,,2023-12-18,1.16035997867584,34.3313407897949,9.95170974731445,0.97723001241684,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2015,,2023-12-18,3.2558000087738,106.182418823242,53.2851409912109,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1960,,2023-12-18,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1973,,2023-12-18,1.42788004875183,35.2143707275391,11.5786199569702,1.17183995246887,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1962,,2023-12-18,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1991,,2023-12-18,NA,36.1169204711914,19.6126003265381,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1992,,2023-12-18,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1993,,2023-12-18,NA,36.4765815734863,18.6544399261475,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1994,,2023-12-18,NA,47.7860984802246,24.9947395324707,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2021,,2023-12-18,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2022,,2023-12-18,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1981,,2023-12-18,1.90917003154755,52.377140045166,21.2858104705811,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1982,,2023-12-18,1.72997999191284,21.8145503997803,13.3190698623657,2.19055008888245,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1983,,2023-12-18,NA,NA,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1984,,2023-12-18,NA,27.0965194702148,15.0001802444458,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1972,,2023-12-18,1.11717998981476,34.7526817321777,11.0403900146484,1.01449000835419,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1986,,2023-12-18,NA,29.0641803741455,13.2240104675293,2.37948989868164,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2016,,2023-12-18,4.54397010803223,106.150283813477,53.5063400268555,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2017,,2023-12-18,4.34319019317627,106.129997253418,55.4021492004395,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2018,,2023-12-18,NA,107.780532836914,57.0392990112305,9.96378993988037,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2019,,2023-12-18,NA,110.007507324219,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2020,,2023-12-18,NA,NA,NA,10.8584403991699,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1978,,2023-12-18,NA,39.6710205078125,14.5838003158569,1.90880000591278,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1979,,2023-12-18,1.7398099899292,NA,NA,2.0331699848175,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1980,,2023-12-18,1.84092998504639,46.066291809082,17.6115207672119,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1990,,2023-12-18,NA,34.5772399902344,12.3093795776367,2.46528005599976,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1987,,2023-12-18,NA,NA,NA,1.88179004192352,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1988,,2023-12-18,NA,37.8462295532227,14.6678104400635,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1985,,2023-12-18,NA,27.3577995300293,14.6859302520752,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1975,,2023-12-18,1.30332005023956,36.7159118652344,12.2571201324463,1.19384002685547,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1977,,2023-12-18,NA,38.3804092407227,13.9991502761841,1.4954400062561,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1989,,2023-12-18,NA,35.4821014404297,14.1261196136475,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1976,,2023-12-18,NA,37.6015090942383,13.1584596633911,1.34808003902435,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1974,,2023-12-18,NA,35.7608299255371,11.7392597198486,1.09765005111694,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Africa Eastern and Southern,ZH,AFE,1977,,2023-12-18,NA,70.8362579345703,19.1301593780518,2.05232000350952,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1975,,2023-12-18,NA,67.497802734375,18.2366905212402,1.99505996704102,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1972,,2023-12-18,NA,60.5354385375977,17.4003200531006,1.8614000082016,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1980,,2023-12-18,NA,77.7022705078125,21.0221405029297,2.22383999824524,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1976,,2023-12-18,NA,68.9899368286133,18.6968803405762,2.02551007270813,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,,2023-12-18,4.7172999382019,102.721893310547,42.6169509887695,8.39443969726562,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1973,,2023-12-18,NA,61.7024383544922,17.5800399780273,1.88768005371094,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1974,,2023-12-18,NA,65.1553421020508,17.7034091949463,1.95048999786377,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1989,,2023-12-18,NA,75.0681686401367,24.1962203979492,3.10331010818481,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2020,,2023-12-18,4.35243988037109,106.161376953125,43.8021202087402,9.23036003112793,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1990,,2023-12-18,NA,72.5151596069336,24.4128704071045,3.13509011268616,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1978,,2023-12-18,NA,71.9246215820312,19.7233390808106,2.12987995147705,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1979,,2023-12-18,NA,74.7244415283203,20.328670501709,2.17006993293762,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1985,,2023-12-18,4.09021997451782,76.6655883789062,24.5039596557617,2.57978010177612,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1986,,2023-12-18,NA,76.4804306030273,24.7361793518066,2.71320009231567,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1987,,2023-12-18,NA,74.642692565918,24.7653102874756,2.83267998695373,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1988,,2023-12-18,NA,73.8232116699219,24.661600112915,2.94925999641419,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,,2023-12-18,4.68991708755493,103.105949401855,41.7627487182617,8.29008007049561,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1961,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,,2023-12-18,4.74350023269653,101.720733642578,42.6308517456055,8.55912971496582,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2016,,2023-12-18,4.69199991226196,102.24861907959,42.7814483642578,8.71965026855469,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2017,,2023-12-18,4.82044506072998,103.041770935059,43.0907287597656,8.85848999023438,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2018,,2023-12-18,4.73974990844727,104.289360046387,43.1938400268555,8.89824962615967,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2021,,2023-12-18,4.63225483894348,104.895492553711,NA,8.85052013397217,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1981,,2023-12-18,NA,79.324836730957,21.5330104827881,2.25886988639831,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1982,,2023-12-18,NA,79.6594161987305,22.3808002471924,2.35362005233765,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1970,,2023-12-18,NA,59.6303100585938,17.0703792572021,1.83012998104096,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1971,,2023-12-18,NA,59.7743301391602,17.0910701751709,1.83247005939484,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,,2023-12-18,4.63901448249817,103.343673706055,39.740421295166,7.72468996047974,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,,2023-12-18,4.93121004104614,103.540168762207,40.8060302734375,8.03289985656738,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1960,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,,2023-12-18,3.9397599697113,76.8383483886719,27.4339294433594,3.65201997756958,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1962,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1963,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1964,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1991,,2023-12-18,NA,73.8209991455078,24.7756805419922,3.25391006469727,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2019,,2023-12-18,4.54195022583008,105.208808898926,43.437198638916,8.80928993225098,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1967,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2022,,2023-12-18,3.90622544288635,104.882606506348,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1969,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1983,,2023-12-18,NA,79.5842437744141,23.0288600921631,2.37891006469727,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1984,,2023-12-18,NA,78.8858489990234,23.7371406555176,2.47049999237061,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,,2023-12-18,NA,77.6629180908203,26.319450378418,3.6053800582885702,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1998,,2023-12-18,NA,77.8437271118164,27.1694602966309,3.59977006912231,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1965,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,,2023-12-18,3.60612988471985,78.7393798828125,27.6038208007812,3.886470079422,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,,2023-12-18,4.34167003631592,81.7369689941406,28.6110305786133,4.2094202041626,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,,2023-12-18,NA,84.5651321411133,29.2799606323242,4.46935987472534,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1994,,2023-12-18,NA,72.1010284423828,25.0341796875,3.76291990280151,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1966,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1992,,2023-12-18,NA,72.2410278320312,24.415060043335,3.35310006141663,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1968,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1993,,2023-12-18,NA,72.244270324707,24.5828495025635,3.5731999874115,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,,2023-12-18,NA,104.048736572266,38.0400314331055,6.74424982070923,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,,2023-12-18,4.49659013748169,103.373596191406,39.0324783325195,7.3374400138855,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,,2023-12-18,4.00578022003174,94.6203231811523,32.3016395568848,5.29736995697021,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,,2023-12-18,NA,88.6301879882812,29.8828105926514,4.77488994598389,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,,2023-12-18,3.74496006965637,91.0219879150391,31.3059501647949,5.05759000778198,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,,2023-12-18,NA,73.7845077514648,26.2008209228516,3.63452005386352,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,,2023-12-18,NA,100.58602142334,35.3495903015137,5.73356008529663,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,,2023-12-18,NA,73.8614196777344,25.8681907653809,3.68391990661621,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,,2023-12-18,4.28008008003235,104.399238586426,36.856819152832,6.14764976501465,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,,2023-12-18,3.87146997451782,97.2743530273438,33.8707008361816,5.57156991958618,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,,2023-12-18,2.73747003078461,86.6820831298828,30.6056900024414,7.47082996368408,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,,2023-12-18,2.42760503292084,87.6110076904297,29.3260803222656,6.74177980422974,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,,2023-12-18,2.90790009498596,85.9604415893555,35.7537803649902,7.87613010406494,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,,2023-12-18,2.55852007865906,89.3770370483398,30.4047393798828,7.23658990859985,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,,2023-12-18,2.44759011268616,85.6458892822266,27.6583805084229,6.54757976531982,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1991,,2023-12-18,NA,70.5385208129883,21.0498790740967,3.05571007728577,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,,2023-12-18,2.65659999847412,88.5914916992188,30.1212501525879,7.17052984237671,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1993,,2023-12-18,NA,74.9255905151367,21.1847496032715,3.37288999557495,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,,2023-12-18,2.49827003479004,84.2991790771484,33.1533699035645,7.730299949646,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,,2023-12-18,NA,74.3431777954102,21.2823009490967,3.67533993721008,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1992,,2023-12-18,NA,72.4562835693359,21.1501598358154,3.1943199634552,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,,2023-12-18,NA,73.5992126464844,21.3025608062744,4.09748983383179,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1994,,2023-12-18,NA,75.5607070922852,21.2240009307861,3.53220009803772,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,,2023-12-18,2.5650200843811,82.6959915161133,22.7439193725586,5.04572010040283,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,,2023-12-18,NA,69.7618026733398,21.3255004882812,3.86939001083374,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,,2023-12-18,2.58010494709015,84.8815994262695,25.8500003814697,6.0457501411438,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,,2023-12-18,NA,76.5982437133789,21.4341697692871,4.25322008132935,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1961,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1962,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1963,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1964,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1965,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1966,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1967,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1968,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,,2023-12-18,3.0144100189209,86.5904922485352,38.9419403076172,8.161789894104,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1999,,2023-12-18,2.51417005062103,79.5409774780273,21.6885604858398,4.42211008071899,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1970,,2023-12-18,NA,43.1883201599121,7.9891300201416,0.621070027351379,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,,2023-12-18,2.42614006996155,83.1681594848633,24.4286499023438,5.5334300994873,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1960,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1988,,2023-12-18,NA,69.7332077026367,21.8059406280518,2.7177300453186,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1989,,2023-12-18,NA,69.0004272460938,20.7317600250244,2.84406995773315,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1990,,2023-12-18,NA,70.3363265991211,20.9771595001221,2.951819896698,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2016,,2023-12-18,2.89910006523132,88.5486068725586,42.9465789794922,9.47387027740479,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2017,,2023-12-18,3.53558993339539,88.6974182128906,43.0946807861328,9.5884895324707,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2018,,2023-12-18,3.07154297828674,88.60693359375,43.3906593322754,9.77540969848633,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2019,,2023-12-18,3.10023534297943,89.4808883666992,44.2955703735352,9.8895902633667,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2020,,2023-12-18,3.40395033359527,89.9406890869141,45.150749206543,10.0590896606445,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2021,,2023-12-18,3.2829704284668,89.840690612793,45.8504295349121,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1969,,2023-12-18,NA,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1983,,2023-12-18,NA,83.3649063110352,21.3491992950439,2.14720988273621,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,,2023-12-18,2.77200508117676,89.9065933227539,40.8010292053223,8.46137046813965,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2012,,2023-12-18,2.88159990310669,91.4048690795898,42.2815017700195,8.84718990325928,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2013,,2023-12-18,3.02971005439758,92.4282608032227,47.1461791992188,9.38062953948975,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,,2023-12-18,2.91422998905181,90.8611679077148,43.1586494445801,9.63352012634277,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2015,,2023-12-18,3.19542145729065,89.9039306640625,44.3712005615234,9.67858028411865,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1975,,2023-12-18,NA,49.1497802734375,9.93418979644775,0.833299994468689,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1976,,2023-12-18,NA,49.7631301879883,10.4649095535278,0.929059982299805,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1977,,2023-12-18,NA,55.6843681335449,11.0670003890991,1.0869699716568,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1978,,2023-12-18,NA,63.8839302062988,12.1296396255493,1.22565996646881,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1979,,2023-12-18,NA,71.0601272583008,13.3765201568603,1.49164998531342,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1980,,2023-12-18,NA,74.2680816650391,15.1089401245117,1.64664995670319,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2022,,2023-12-18,2.92844331264496,89.9530410766602,45.4209289550781,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1982,,2023-12-18,NA,83.2249221801758,19.2364006042481,2.05201005935669,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1984,,2023-12-18,NA,82.3899688720703,23.1533107757568,2.2175600528717,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1985,,2023-12-18,NA,79.7440872192383,23.415979385376,2.41463994979858,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1986,,2023-12-18,NA,73.3366317749023,22.1952400207519,2.55904006958008,Aggregates,,,,Aggregates,Aggregates
