"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","POP","TOT","MLN_PER","A","2001",19.274701,
"AUS","POP","TOT","MLN_PER","A","2002",19.49521,
"AUS","POP","TOT","MLN_PER","A","2003",19.720737,
"AUS","POP","TOT","MLN_PER","A","2004",19.932722,
"AUS","POP","TOT","MLN_PER","A","2005",20.176844,
"AUS","POP","TOT","MLN_PER","A","2006",20.450966,
"AUS","POP","TOT","MLN_PER","A","2007",20.827622,
"AUS","POP","TOT","MLN_PER","A","2008",21.249199,
"AUS","POP","TOT","MLN_PER","A","2009",21.691653,
"AUS","POP","TOT","MLN_PER","A","2010",22.03175,
"AUS","POP","TOT","MLN_PER","A","2011",22.340024,
"AUS","POP","TOT","MLN_PER","A","2012",22.733465,
"AUS","POP","TOT","MLN_PER","A","2013",23.128129,
"AUS","POP","TOT","MLN_PER","A","2014",23.475686,
"AUS","POP","TOT","MLN_PER","A","2015",23.815995,
"AUS","POP","TOT","MLN_PER","A","2016",24.190907,
"AUS","POP","TOT","MLN_PER","A","2017",24.594202,
"AUS","POP","TOT","MLN_PER","A","2018",24.966643,
"AUS","POP","TOT","MLN_PER","A","2019",25.340217,
"AUS","POP","TOT","MLN_PER","A","2020",25.655289,
"AUS","POP","TOT","MLN_PER","A","2021",25.688079,
"AUS","POP","TOT","MLN_PER","A","2022",25.978935,
"AUS","POP","WOMEN","MLN_PER","A","1950",4.0558,
"AUS","POP","WOMEN","MLN_PER","A","1951",4.168,
"AUS","POP","WOMEN","MLN_PER","A","1952",4.2639,
"AUS","POP","WOMEN","MLN_PER","A","1953",4.3527,
"AUS","POP","WOMEN","MLN_PER","A","1954",4.4404,
"AUS","POP","WOMEN","MLN_PER","A","1955",4.5434,
"AUS","POP","WOMEN","MLN_PER","A","1956",4.6495,
"AUS","POP","WOMEN","MLN_PER","A","1957",4.7579,
"AUS","POP","WOMEN","MLN_PER","A","1958",4.8658,
"AUS","POP","WOMEN","MLN_PER","A","1959",4.9762,
"AUS","POP","WOMEN","MLN_PER","A","1960",5.0827,
"AUS","POP","WOMEN","MLN_PER","A","1961",5.1959,
"AUS","POP","WOMEN","MLN_PER","A","1962",5.3013,
"AUS","POP","WOMEN","MLN_PER","A","1963",5.407,
"AUS","POP","WOMEN","MLN_PER","A","1964",5.5164,
"AUS","POP","WOMEN","MLN_PER","A","1965",5.6264,
"AUS","POP","WOMEN","MLN_PER","A","1966",5.75791,
"AUS","POP","WOMEN","MLN_PER","A","1967",5.859757,
"AUS","POP","WOMEN","MLN_PER","A","1968",5.9654,
"AUS","POP","WOMEN","MLN_PER","A","1969",6.092823,
"AUS","POP","WOMEN","MLN_PER","A","1970",6.215372,
"AUS","POP","WOMEN","MLN_PER","A","1971",6.499329,
"AUS","POP","WOMEN","MLN_PER","A","1972",6.618511,
"AUS","POP","WOMEN","MLN_PER","A","1973",6.72169,
"AUS","POP","WOMEN","MLN_PER","A","1974",6.832903,
"AUS","POP","WOMEN","MLN_PER","A","1975",6.923814,
"AUS","POP","WOMEN","MLN_PER","A","1976",7.001049,
"AUS","POP","WOMEN","MLN_PER","A","1977",7.087532,
"AUS","POP","WOMEN","MLN_PER","A","1978",7.177962,
"AUS","POP","WOMEN","MLN_PER","A","1979",7.261967,
"AUS","POP","WOMEN","MLN_PER","A","1980",7.357296,
"AUS","POP","WOMEN","MLN_PER","A","1981",7.474993,
"AUS","POP","WOMEN","MLN_PER","A","1982",7.603333,
"AUS","POP","WOMEN","MLN_PER","A","1983",7.707126,
"AUS","POP","WOMEN","MLN_PER","A","1984",7.801179,
"AUS","POP","WOMEN","MLN_PER","A","1985",7.905584,
"AUS","POP","WOMEN","MLN_PER","A","1986",8.018163,
"AUS","POP","WOMEN","MLN_PER","A","1987",8.145619,
"AUS","POP","WOMEN","MLN_PER","A","1988",8.283219,
"AUS","POP","WOMEN","MLN_PER","A","1989",8.426827,
"AUS","POP","WOMEN","MLN_PER","A","1990",8.553859,
"AUS","POP","WOMEN","MLN_PER","A","1991",8.668627,
"AUS","POP","WOMEN","MLN_PER","A","1992",8.770379,
"AUS","POP","WOMEN","MLN_PER","A","1993",8.852828,
"AUS","POP","WOMEN","MLN_PER","A","1994",8.941791,
"AUS","POP","WOMEN","MLN_PER","A","1995",9.044452,
"AUS","POP","WOMEN","MLN_PER","A","1996",9.159443,
"AUS","POP","WOMEN","MLN_PER","A","1997",9.26686,
"AUS","POP","WOMEN","MLN_PER","A","1998",9.364441,
"AUS","POP","WOMEN","MLN_PER","A","1999",9.472155,
"AUS","POP","WOMEN","MLN_PER","A","2000",9.585337,
"AUS","POP","WOMEN","MLN_PER","A","2001",9.712875,
"AUS","POP","WOMEN","MLN_PER","A","2002",9.819727,
"AUS","POP","WOMEN","MLN_PER","A","2003",9.93314,
"AUS","POP","WOMEN","MLN_PER","A","2004",10.036771,
"AUS","POP","WOMEN","MLN_PER","A","2005",10.157211,
"AUS","POP","WOMEN","MLN_PER","A","2006",10.291542,
"AUS","POP","WOMEN","MLN_PER","A","2007",10.473986,
"AUS","POP","WOMEN","MLN_PER","A","2008",10.677154,
"AUS","POP","WOMEN","MLN_PER","A","2009",10.890856,
"AUS","POP","WOMEN","MLN_PER","A","2010",11.063919,
"AUS","POP","WOMEN","MLN_PER","A","2011",11.22179,
"AUS","POP","WOMEN","MLN_PER","A","2012",11.420486,
"AUS","POP","WOMEN","MLN_PER","A","2013",11.621964,
"AUS","POP","WOMEN","MLN_PER","A","2014",11.8078,
"AUS","POP","WOMEN","MLN_PER","A","2015",11.988343,
"AUS","POP","WOMEN","MLN_PER","A","2016",12.187868,
"AUS","POP","WOMEN","MLN_PER","A","2017",12.389986,
"AUS","POP","WOMEN","MLN_PER","A","2018",12.575105,
"AUS","POP","WOMEN","MLN_PER","A","2019",12.760899,
"AUS","POP","WOMEN","MLN_PER","A","2020",12.924522,
"AUS","POP","WOMEN","MLN_PER","A","2021",12.938497,
"AUS","POP","WOMEN","MLN_PER","A","2022",13.086705,
"AUT","POP","MEN","MLN_PER","A","1950",3.217817,
"AUT","POP","MEN","MLN_PER","A","1951",3.217597,
"AUT","POP","MEN","MLN_PER","A","1952",3.214725,
"AUT","POP","MEN","MLN_PER","A","1953",3.218332,
"AUT","POP","MEN","MLN_PER","A","1954",3.223351,
"AUT","POP","MEN","MLN_PER","A","1955",3.227687,
"AUT","POP","MEN","MLN_PER","A","1956",3.2313,
"AUT","POP","MEN","MLN_PER","A","1957",3.23899,
"AUT","POP","MEN","MLN_PER","A","1958",3.250595,
"AUT","POP","MEN","MLN_PER","A","1959",3.264936,
"AUT","POP","MEN","MLN_PER","A","1960",3.282407,
"AUT","POP","MEN","MLN_PER","A","1961",3.302685,
"AUT","POP","MEN","MLN_PER","A","1962",3.325704,
"AUT","POP","MEN","MLN_PER","A","1963",3.350508,
"AUT","POP","MEN","MLN_PER","A","1964",3.376714,
"AUT","POP","MEN","MLN_PER","A","1965",3.403729,
"AUT","POP","MEN","MLN_PER","A","1966",3.433887,
"AUT","POP","MEN","MLN_PER","A","1967",3.465919,
"AUT","POP","MEN","MLN_PER","A","1968",3.487878,
"AUT","POP","MEN","MLN_PER","A","1969",3.502561,
"AUT","POP","MEN","MLN_PER","A","1970",3.51803,
"AUT","POP","MEN","MLN_PER","A","1971",3.537529,
"AUT","POP","MEN","MLN_PER","A","1972",3.562828,
"AUT","POP","MEN","MLN_PER","A","1973",3.587591,
"AUT","POP","MEN","MLN_PER","A","1974",3.594198,
"AUT","POP","MEN","MLN_PER","A","1975",3.580801,
"AUT","POP","MEN","MLN_PER","A","1976",3.572858,
"AUT","POP","MEN","MLN_PER","A","1977",3.57508,
"AUT","POP","MEN","MLN_PER","A","1978",3.572498,
"AUT","POP","MEN","MLN_PER","A","1979",3.56607,
"AUT","POP","MEN","MLN_PER","A","1980",3.567181,
"AUT","POP","MEN","MLN_PER","A","1981",3.580233,
"AUT","POP","MEN","MLN_PER","A","1982",3.586437,
"AUT","POP","MEN","MLN_PER","A","1983",3.583006,
"AUT","POP","MEN","MLN_PER","A","1984",3.58577,
"AUT","POP","MEN","MLN_PER","A","1985",3.591249,
"AUT","POP","MEN","MLN_PER","A","1986",3.598289,
"AUT","POP","MEN","MLN_PER","A","1987",3.605456,
"AUT","POP","MEN","MLN_PER","A","1988",3.615922,
"AUT","POP","MEN","MLN_PER","A","1989",3.639026,
"AUT","POP","MEN","MLN_PER","A","1990",3.675559,
"AUT","POP","MEN","MLN_PER","A","1991",3.721375,
"AUT","POP","MEN","MLN_PER","A","1992",3.769898,
"AUT","POP","MEN","MLN_PER","A","1993",3.807067,
"AUT","POP","MEN","MLN_PER","A","1994",3.826045,
"AUT","POP","MEN","MLN_PER","A","1995",3.834075,
"AUT","POP","MEN","MLN_PER","A","1996",3.840484,
"AUT","POP","MEN","MLN_PER","A","1997",3.846162,
"AUT","POP","MEN","MLN_PER","A","1998",3.852166,
"AUT","POP","MEN","MLN_PER","A","1999",3.86218,
"AUT","POP","MEN","MLN_PER","A","2000",3.874717,
"AUT","POP","MEN","MLN_PER","A","2001",3.89392,
"AUT","POP","MEN","MLN_PER","A","2002",3.91894,
"AUT","POP","MEN","MLN_PER","A","2003",3.940285,
"AUT","POP","MEN","MLN_PER","A","2004",3.967701,
"AUT","POP","MEN","MLN_PER","A","2005",3.998952,
"AUT","POP","MEN","MLN_PER","A","2006",4.022516,
"AUT","POP","MEN","MLN_PER","A","2007",4.036548,
"AUT","POP","MEN","MLN_PER","A","2008",4.050215,
"AUT","POP","MEN","MLN_PER","A","2009",4.061195,
"AUT","POP","MEN","MLN_PER","A","2010",4.071773,
"AUT","POP","MEN","MLN_PER","A","2011",4.087188,
"AUT","POP","MEN","MLN_PER","A","2012",4.109431,
"AUT","POP","MEN","MLN_PER","A","2013",4.138693,
"AUT","POP","MEN","MLN_PER","A","2014",4.17655,
"AUT","POP","MEN","MLN_PER","A","2015",4.229076,
"AUT","POP","MEN","MLN_PER","A","2016",4.295164,
"AUT","POP","MEN","MLN_PER","A","2017",4.324737,
"AUT","POP","MEN","MLN_PER","A","2018",4.346748,
"AUT","POP","MEN","MLN_PER","A","2019",4.367291,
"AUT","POP","MEN","MLN_PER","A","2020",4.38812,
"AUT","POP","MEN","MLN_PER","A","2021",4.408438,
"AUT","POP","MEN","MLN_PER","A","2022",4.457293,
"AUT","POP","TOT","MLN_PER","A","1950",6.9351,
"AUT","POP","TOT","MLN_PER","A","1951",6.935451,
"AUT","POP","TOT","MLN_PER","A","1952",6.927772,
"AUT","POP","TOT","MLN_PER","A","1953",6.932483,
"AUT","POP","TOT","MLN_PER","A","1954",6.940209,
"AUT","POP","TOT","MLN_PER","A","1955",6.946885,
"AUT","POP","TOT","MLN_PER","A","1956",6.952359,
"AUT","POP","TOT","MLN_PER","A","1957",6.96586,
"AUT","POP","TOT","MLN_PER","A","1958",6.987358,
"AUT","POP","TOT","MLN_PER","A","1959",7.014331,
"AUT","POP","TOT","MLN_PER","A","1960",7.047539,
"AUT","POP","TOT","MLN_PER","A","1961",7.086299,
"AUT","POP","TOT","MLN_PER","A","1962",7.129864,
"AUT","POP","TOT","MLN_PER","A","1963",7.175811,
"AUT","POP","TOT","MLN_PER","A","1964",7.223801,
"AUT","POP","TOT","MLN_PER","A","1965",7.270889,
"AUT","POP","TOT","MLN_PER","A","1966",7.322066,
"AUT","POP","TOT","MLN_PER","A","1967",7.376998,
"AUT","POP","TOT","MLN_PER","A","1968",7.415403,
"AUT","POP","TOT","MLN_PER","A","1969",7.441055,
"AUT","POP","TOT","MLN_PER","A","1970",7.467086,
"AUT","POP","TOT","MLN_PER","A","1971",7.500482,
"AUT","POP","TOT","MLN_PER","A","1972",7.544201,
"AUT","POP","TOT","MLN_PER","A","1973",7.586115,
"AUT","POP","TOT","MLN_PER","A","1974",7.599038,
"AUT","POP","TOT","MLN_PER","A","1975",7.578903,
"AUT","POP","TOT","MLN_PER","A","1976",7.565525,
"AUT","POP","TOT","MLN_PER","A","1977",7.56843,
"AUT","POP","TOT","MLN_PER","A","1978",7.562305,
"AUT","POP","TOT","MLN_PER","A","1979",7.549425,
"AUT","POP","TOT","MLN_PER","A","1980",7.549433,
"AUT","POP","TOT","MLN_PER","A","1981",7.56871,
"AUT","POP","TOT","MLN_PER","A","1982",7.57414,
"AUT","POP","TOT","MLN_PER","A","1983",7.56191,
"AUT","POP","TOT","MLN_PER","A","1984",7.561434,
"AUT","POP","TOT","MLN_PER","A","1985",7.564984,
"AUT","POP","TOT","MLN_PER","A","1986",7.569794,
"AUT","POP","TOT","MLN_PER","A","1987",7.574586,
"AUT","POP","TOT","MLN_PER","A","1988",7.585317,
"AUT","POP","TOT","MLN_PER","A","1989",7.619566,
"AUT","POP","TOT","MLN_PER","A","1990",7.67785,
"AUT","POP","TOT","MLN_PER","A","1991",7.754891,
"AUT","POP","TOT","MLN_PER","A","1992",7.840709,
"AUT","POP","TOT","MLN_PER","A","1993",7.905632,
"AUT","POP","TOT","MLN_PER","A","1994",7.936118,
"AUT","POP","TOT","MLN_PER","A","1995",7.948278,
"AUT","POP","TOT","MLN_PER","A","1996",7.959016,
"AUT","POP","TOT","MLN_PER","A","1997",7.968041,
"AUT","POP","TOT","MLN_PER","A","1998",7.976789,
"AUT","POP","TOT","MLN_PER","A","1999",7.992323,
"AUT","POP","TOT","MLN_PER","A","2000",8.011566,
"AUT","POP","TOT","MLN_PER","A","2001",8.042293,
"AUT","POP","TOT","MLN_PER","A","2002",8.082121,
"AUT","POP","TOT","MLN_PER","A","2003",8.118245,
"AUT","POP","TOT","MLN_PER","A","2004",8.169441,
"AUT","POP","TOT","MLN_PER","A","2005",8.225278,
"AUT","POP","TOT","MLN_PER","A","2006",8.267948,
"AUT","POP","TOT","MLN_PER","A","2007",8.295189,
"AUT","POP","TOT","MLN_PER","A","2008",8.321541,
"AUT","POP","TOT","MLN_PER","A","2009",8.341483,
"AUT","POP","TOT","MLN_PER","A","2010",8.361069,
"AUT","POP","TOT","MLN_PER","A","2011",8.388534,
"AUT","POP","TOT","MLN_PER","A","2012",8.426311,
"AUT","POP","TOT","MLN_PER","A","2013",8.47723,
"AUT","POP","TOT","MLN_PER","A","2014",8.543932,
"AUT","POP","TOT","MLN_PER","A","2015",8.629519,
"AUT","POP","TOT","MLN_PER","A","2016",8.739806,
"AUT","POP","TOT","MLN_PER","A","2017",8.795073,
"AUT","POP","TOT","MLN_PER","A","2018",8.837707,
"AUT","POP","TOT","MLN_PER","A","2019",8.877637,
"AUT","POP","TOT","MLN_PER","A","2020",8.916845,
"AUT","POP","TOT","MLN_PER","A","2021",8.95152,
"AUT","POP","TOT","MLN_PER","A","2022",9.052856,
"AUT","POP","WOMEN","MLN_PER","A","1950",3.717283,
"AUT","POP","WOMEN","MLN_PER","A","1951",3.717854,
"AUT","POP","WOMEN","MLN_PER","A","1952",3.713047,
"AUT","POP","WOMEN","MLN_PER","A","1953",3.714151,
"AUT","POP","WOMEN","MLN_PER","A","1954",3.716858,
"AUT","POP","WOMEN","MLN_PER","A","1955",3.719198,
"AUT","POP","WOMEN","MLN_PER","A","1956",3.721059,
"AUT","POP","WOMEN","MLN_PER","A","1957",3.72687,
"AUT","POP","WOMEN","MLN_PER","A","1958",3.736763,
"AUT","POP","WOMEN","MLN_PER","A","1959",3.749395,
"AUT","POP","WOMEN","MLN_PER","A","1960",3.765132,
"AUT","POP","WOMEN","MLN_PER","A","1961",3.783614,
"AUT","POP","WOMEN","MLN_PER","A","1962",3.804161,
"AUT","POP","WOMEN","MLN_PER","A","1963",3.825303,
"AUT","POP","WOMEN","MLN_PER","A","1964",3.847088,
"AUT","POP","WOMEN","MLN_PER","A","1965",3.86716,
"AUT","POP","WOMEN","MLN_PER","A","1966",3.888179,
"AUT","POP","WOMEN","MLN_PER","A","1967",3.911079,
"AUT","POP","WOMEN","MLN_PER","A","1968",3.927525,
"AUT","POP","WOMEN","MLN_PER","A","1969",3.938495,
"AUT","POP","WOMEN","MLN_PER","A","1970",3.949056,
"AUT","POP","WOMEN","MLN_PER","A","1971",3.962953,
"AUT","POP","WOMEN","MLN_PER","A","1972",3.981373,
"AUT","POP","WOMEN","MLN_PER","A","1973",3.998524,
"AUT","POP","WOMEN","MLN_PER","A","1974",4.00484,
"AUT","POP","WOMEN","MLN_PER","A","1975",3.998102,
"AUT","POP","WOMEN","MLN_PER","A","1976",3.992667,
"AUT","POP","WOMEN","MLN_PER","A","1977",3.99335,
"AUT","POP","WOMEN","MLN_PER","A","1978",3.989807,
"AUT","POP","WOMEN","MLN_PER","A","1979",3.983355,
"AUT","POP","WOMEN","MLN_PER","A","1980",3.982252,
"AUT","POP","WOMEN","MLN_PER","A","1981",3.988477,
"AUT","POP","WOMEN","MLN_PER","A","1982",3.987703,
"AUT","POP","WOMEN","MLN_PER","A","1983",3.978904,
"AUT","POP","WOMEN","MLN_PER","A","1984",3.975664,
"AUT","POP","WOMEN","MLN_PER","A","1985",3.973735,
"AUT","POP","WOMEN","MLN_PER","A","1986",3.971505,
"AUT","POP","WOMEN","MLN_PER","A","1987",3.96913,
"AUT","POP","WOMEN","MLN_PER","A","1988",3.969395,
"AUT","POP","WOMEN","MLN_PER","A","1989",3.98054,
"AUT","POP","WOMEN","MLN_PER","A","1990",4.002291,
"AUT","POP","WOMEN","MLN_PER","A","1991",4.033516,
"AUT","POP","WOMEN","MLN_PER","A","1992",4.070811,
"AUT","POP","WOMEN","MLN_PER","A","1993",4.098565,
"AUT","POP","WOMEN","MLN_PER","A","1994",4.110073,
"AUT","POP","WOMEN","MLN_PER","A","1995",4.114203,
"AUT","POP","WOMEN","MLN_PER","A","1996",4.118532,
"AUT","POP","WOMEN","MLN_PER","A","1997",4.121879,
"AUT","POP","WOMEN","MLN_PER","A","1998",4.124623,
"AUT","POP","WOMEN","MLN_PER","A","1999",4.130143,
"AUT","POP","WOMEN","MLN_PER","A","2000",4.136849,
"AUT","POP","WOMEN","MLN_PER","A","2001",4.148373,
"AUT","POP","WOMEN","MLN_PER","A","2002",4.163181,
"AUT","POP","WOMEN","MLN_PER","A","2003",4.17796,
"AUT","POP","WOMEN","MLN_PER","A","2004",4.20174,
"AUT","POP","WOMEN","MLN_PER","A","2005",4.226326,
"AUT","POP","WOMEN","MLN_PER","A","2006",4.245432,
"AUT","POP","WOMEN","MLN_PER","A","2007",4.258641,
"AUT","POP","WOMEN","MLN_PER","A","2008",4.271326,
"AUT","POP","WOMEN","MLN_PER","A","2009",4.280288,
"AUT","POP","WOMEN","MLN_PER","A","2010",4.289296,
"AUT","POP","WOMEN","MLN_PER","A","2011",4.301346,
"AUT","POP","WOMEN","MLN_PER","A","2012",4.31688,
"AUT","POP","WOMEN","MLN_PER","A","2013",4.338537,
"AUT","POP","WOMEN","MLN_PER","A","2014",4.367382,
"AUT","POP","WOMEN","MLN_PER","A","2015",4.400443,
"AUT","POP","WOMEN","MLN_PER","A","2016",4.444642,
"AUT","POP","WOMEN","MLN_PER","A","2017",4.470336,
"AUT","POP","WOMEN","MLN_PER","A","2018",4.490959,
"AUT","POP","WOMEN","MLN_PER","A","2019",4.510346,
"AUT","POP","WOMEN","MLN_PER","A","2020",4.528725,
"AUT","POP","WOMEN","MLN_PER","A","2021",4.543082,
"AUT","POP","WOMEN","MLN_PER","A","2022",4.595563,
"BEL","POP","MEN","MLN_PER","A","1950",4.253652,
"BEL","POP","MEN","MLN_PER","A","1951",4.272338,
"BEL","POP","MEN","MLN_PER","A","1952",4.300483,
"BEL","POP","MEN","MLN_PER","A","1953",4.320775,
"BEL","POP","MEN","MLN_PER","A","1954",4.336053,
"BEL","POP","MEN","MLN_PER","A","1955",4.35849,
"BEL","POP","MEN","MLN_PER","A","1956",4.3858,
"BEL","POP","MEN","MLN_PER","A","1957",4.41875,
"BEL","POP","MEN","MLN_PER","A","1958",4.44855,
"BEL","POP","MEN","MLN_PER","A","1959",4.468017,
"BEL","POP","MEN","MLN_PER","A","1960",4.487878,
"BEL","POP","MEN","MLN_PER","A","1961",4.497341,
"BEL","POP","MEN","MLN_PER","A","1962",4.513183,
"BEL","POP","MEN","MLN_PER","A","1963",4.550315,
"BEL","POP","MEN","MLN_PER","A","1964",4.599493,
