"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","IMMIGINFLOW","FAM","NBR","A","2016",105551,
"DEU","IMMIGINFLOW","FAM","NBR","A","2017",114861,
"DEU","IMMIGINFLOW","FAM","NBR","A","2018",97129,
"DEU","IMMIGINFLOW","FAM","NBR","A","2019",100967,
"DEU","IMMIGINFLOW","FAM","NBR","A","2020",61778,
"DEU","IMMIGINFLOW","FAM","NBR","A","2021",85959,
"DEU","IMMIGINFLOW","FAM","NBR","A","2022",94980,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","1999",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2006",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2007",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2008",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2009",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2010",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2011",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","1999",48899,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2000",53485,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2001",47643,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2002",41078,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2003",51021,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2004",79488,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2005",85365,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2006",85954,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2007",103286,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2008",113315,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2009",120675,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2010",133332,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2011",197511,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2012",303019,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2013",354771,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2014",434894,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2015",427058,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2016",454088,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2017",412743,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2018",385816,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2019",359167,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2020",316162,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2021",312052,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2022",320753,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","1999",30566,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2000",29581,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2001",42813,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2002",27369,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2003",20145,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2004",14239,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2005",9543,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2006",1951,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2007",50944,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2008",37491,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2009",11107,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2010",11828,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2011",10384,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2012",17659,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2013",20367,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2014",40429,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2015",141698,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2016",435230,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2017",264590,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2018",78501,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2019",74343,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2020",63592,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2021",69813,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2022",128463,
"DEU","IMMIGINFLOW","OTH","NBR","A","1999",104916,
"DEU","IMMIGINFLOW","OTH","NBR","A","2000",95615,
"DEU","IMMIGINFLOW","OTH","NBR","A","2001",98484,
"DEU","IMMIGINFLOW","OTH","NBR","A","2002",91416,
"DEU","IMMIGINFLOW","OTH","NBR","A","2003",72885,
"DEU","IMMIGINFLOW","OTH","NBR","A","2004",59093,
"DEU","IMMIGINFLOW","OTH","NBR","A","2005",35522,
"DEU","IMMIGINFLOW","OTH","NBR","A","2006",7747,
"DEU","IMMIGINFLOW","OTH","NBR","A","2007",5792,
"DEU","IMMIGINFLOW","OTH","NBR","A","2008",4362,
"DEU","IMMIGINFLOW","OTH","NBR","A","2009",3360,
"DEU","IMMIGINFLOW","OTH","NBR","A","2010",2350,
"DEU","IMMIGINFLOW","OTH","NBR","A","2011",2148,
"DEU","IMMIGINFLOW","OTH","NBR","A","2012",1820,
"DEU","IMMIGINFLOW","OTH","NBR","A","2013",2427,
"DEU","IMMIGINFLOW","OTH","NBR","A","2014",5649,
"DEU","IMMIGINFLOW","OTH","NBR","A","2015",6118,
"DEU","IMMIGINFLOW","OTH","NBR","A","2016",6588,
"DEU","IMMIGINFLOW","OTH","NBR","A","2017",7059,
"DEU","IMMIGINFLOW","OTH","NBR","A","2018",7126,
"DEU","IMMIGINFLOW","OTH","NBR","A","2019",7155,
"DEU","IMMIGINFLOW","OTH","NBR","A","2020",4309,
"DEU","IMMIGINFLOW","OTH","NBR","A","2021",7052,
"DEU","IMMIGINFLOW","OTH","NBR","A","2022",7010,
"DEU","IMMIGINFLOW","WORK","NBR","A","1999",8579,
"DEU","IMMIGINFLOW","WORK","NBR","A","2000",9569,
"DEU","IMMIGINFLOW","WORK","NBR","A","2001",15503,
"DEU","IMMIGINFLOW","WORK","NBR","A","2002",12082,
"DEU","IMMIGINFLOW","WORK","NBR","A","2003",11147,
"DEU","IMMIGINFLOW","WORK","NBR","A","2004",11747,
"DEU","IMMIGINFLOW","WORK","NBR","A","2005",12993,
"DEU","IMMIGINFLOW","WORK","NBR","A","2006",13327,
"DEU","IMMIGINFLOW","WORK","NBR","A","2007",17654,
"DEU","IMMIGINFLOW","WORK","NBR","A","2008",21917,
"DEU","IMMIGINFLOW","WORK","NBR","A","2009",18075,
"DEU","IMMIGINFLOW","WORK","NBR","A","2010",20092,
"DEU","IMMIGINFLOW","WORK","NBR","A","2011",26065,
"DEU","IMMIGINFLOW","WORK","NBR","A","2012",22143,
"DEU","IMMIGINFLOW","WORK","NBR","A","2013",24293,
"DEU","IMMIGINFLOW","WORK","NBR","A","2014",27854,
"DEU","IMMIGINFLOW","WORK","NBR","A","2015",27108,
"DEU","IMMIGINFLOW","WORK","NBR","A","2016",50458,
"DEU","IMMIGINFLOW","WORK","NBR","A","2017",61702,
"DEU","IMMIGINFLOW","WORK","NBR","A","2018",64944,
"DEU","IMMIGINFLOW","WORK","NBR","A","2019",78816,
"DEU","IMMIGINFLOW","WORK","NBR","A","2020",53669,
"DEU","IMMIGINFLOW","WORK","NBR","A","2021",56649,
"DEU","IMMIGINFLOW","WORK","NBR","A","2022",89870,
"IRL","IMMIGINFLOW","FAM","NBR","A","2002",0,
"IRL","IMMIGINFLOW","FAM","NBR","A","2003",0,
"IRL","IMMIGINFLOW","FAM","NBR","A","2004",0,
"IRL","IMMIGINFLOW","FAM","NBR","A","2005",2356,
"IRL","IMMIGINFLOW","FAM","NBR","A","2006",2740,
"IRL","IMMIGINFLOW","FAM","NBR","A","2007",3590,
"IRL","IMMIGINFLOW","FAM","NBR","A","2008",3409,
"IRL","IMMIGINFLOW","FAM","NBR","A","2009",2608,
"IRL","IMMIGINFLOW","FAM","NBR","A","2010",2030,
"IRL","IMMIGINFLOW","FAM","NBR","A","2011",1994,
"IRL","IMMIGINFLOW","FAM","NBR","A","2012",1894,
"IRL","IMMIGINFLOW","FAM","NBR","A","2013",2042,
"IRL","IMMIGINFLOW","FAM","NBR","A","2014",2526,
"IRL","IMMIGINFLOW","FAM","NBR","A","2015",3444,
"IRL","IMMIGINFLOW","FAM","NBR","A","2016",4100,
"IRL","IMMIGINFLOW","FAM","NBR","A","2017",3058,
"IRL","IMMIGINFLOW","FAM","NBR","A","2018",2781,
"IRL","IMMIGINFLOW","FAM","NBR","A","2019",3671,
"IRL","IMMIGINFLOW","FAM","NBR","A","2020",1835,
"IRL","IMMIGINFLOW","FAM","NBR","A","2021",2609,
"IRL","IMMIGINFLOW","FAM","NBR","A","2022",4037,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2006",993,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2007",1906,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2008",2194,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2009",764,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2010",702,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2011",586,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2012",314,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2013",326,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2014",172,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2015",227,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2016",313,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2017",471,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2018",572,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2019",283,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2020",4,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2021",4,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2022",4,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2002",15500,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2003",17900,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2004",20700,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2005",52300,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2006",72500,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2007",69000,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2008",49300,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2009",26500,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2010",18000,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2011",21300,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2012",19500,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2013",21200,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2014",24700,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2015",27400,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2016",30500,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2017",27800,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2018",31100,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2019",31100,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2020",26100,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2021",20900,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2022",28800,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2002",1991,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2003",1177,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2004",1147,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2005",969,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2006",648,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2007",579,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2008",588,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2009",366,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2010",153,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2011",1385,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2012",755,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2013",710,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2014",340,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2015",680,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2016",1135,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2017",990,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2018",1275,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2019",1765,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2020",1610,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2021",1735,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2022",2805,
"IRL","IMMIGINFLOW","WORK","NBR","A","2002",26019,
"IRL","IMMIGINFLOW","WORK","NBR","A","2003",24073,
"IRL","IMMIGINFLOW","WORK","NBR","A","2004",2894,
"IRL","IMMIGINFLOW","WORK","NBR","A","2005",10475,
"IRL","IMMIGINFLOW","WORK","NBR","A","2006",9028,
"IRL","IMMIGINFLOW","WORK","NBR","A","2007",7500,
"IRL","IMMIGINFLOW","WORK","NBR","A","2008",5605,
"IRL","IMMIGINFLOW","WORK","NBR","A","2009",2770,
"IRL","IMMIGINFLOW","WORK","NBR","A","2010",2572,
"IRL","IMMIGINFLOW","WORK","NBR","A","2011",2263,
"IRL","IMMIGINFLOW","WORK","NBR","A","2012",2199,
"IRL","IMMIGINFLOW","WORK","NBR","A","2013",2403,
"IRL","IMMIGINFLOW","WORK","NBR","A","2014",4017,
"IRL","IMMIGINFLOW","WORK","NBR","A","2015",4811,
"IRL","IMMIGINFLOW","WORK","NBR","A","2016",6363,
"IRL","IMMIGINFLOW","WORK","NBR","A","2017",8048,
"IRL","IMMIGINFLOW","WORK","NBR","A","2018",9793,
"IRL","IMMIGINFLOW","WORK","NBR","A","2019",14554,
"IRL","IMMIGINFLOW","WORK","NBR","A","2020",12996,
"IRL","IMMIGINFLOW","WORK","NBR","A","2021",12882,
"IRL","IMMIGINFLOW","WORK","NBR","A","2022",31625,
"ITA","IMMIGINFLOW","FAM","NBR","A","2003",68638,
"ITA","IMMIGINFLOW","FAM","NBR","A","2004",86560,
"ITA","IMMIGINFLOW","FAM","NBR","A","2005",81236,
"ITA","IMMIGINFLOW","FAM","NBR","A","2006",71620,
"ITA","IMMIGINFLOW","FAM","NBR","A","2007",79737,
"ITA","IMMIGINFLOW","FAM","NBR","A","2008",76764,
"ITA","IMMIGINFLOW","FAM","NBR","A","2009",75153,
"ITA","IMMIGINFLOW","FAM","NBR","A","2010",180391,
"ITA","IMMIGINFLOW","FAM","NBR","A","2011",141403,
"ITA","IMMIGINFLOW","FAM","NBR","A","2012",119745,
"ITA","IMMIGINFLOW","FAM","NBR","A","2013",108358,
"ITA","IMMIGINFLOW","FAM","NBR","A","2014",99051,
"ITA","IMMIGINFLOW","FAM","NBR","A","2015",109328,
"ITA","IMMIGINFLOW","FAM","NBR","A","2016",101269,
"ITA","IMMIGINFLOW","FAM","NBR","A","2017",112607,
"ITA","IMMIGINFLOW","FAM","NBR","A","2018",121930,
"ITA","IMMIGINFLOW","FAM","NBR","A","2019",100939,
"ITA","IMMIGINFLOW","FAM","NBR","A","2020",62274,
"ITA","IMMIGINFLOW","FAM","NBR","A","2021",120520,
"ITA","IMMIGINFLOW","FAM","NBR","A","2022",131275,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2003",3724,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2004",3501,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2005",3964,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2006",3416,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2007",4905,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2008",5525,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2009",4365,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2010",4040,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2011",3569,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2017",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2018",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2019",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2020",0,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2003",10192,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2004",25074,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2005",24457,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2006",25519,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2007",313139,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2008",198660,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2009",130931,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2010",118434,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2011",115311,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2012",105664,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2013",79224,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2014",69800,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2015",65334,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2016",64864,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2017",63571,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2018",59966,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2019",62716,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2020",43168,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2021",45026,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2022",44306,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2003",2907,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2004",3131,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2005",5282,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2006",6358,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2007",7726,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2008",9735,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2009",9065,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2010",4305,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2011",7155,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2012",22030,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2013",14395,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2014",22013,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2015",29548,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2016",36660,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2017",33873,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2018",11415,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2019",18262,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2020",10307,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2021",21823,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2022",25695,
"ITA","IMMIGINFLOW","OTH","NBR","A","2003",3577,
"ITA","IMMIGINFLOW","OTH","NBR","A","2004",3579,
"ITA","IMMIGINFLOW","OTH","NBR","A","2005",3763,
"ITA","IMMIGINFLOW","OTH","NBR","A","2006",4119,
"ITA","IMMIGINFLOW","OTH","NBR","A","2007",4401,
"ITA","IMMIGINFLOW","OTH","NBR","A","2008",4175,
"ITA","IMMIGINFLOW","OTH","NBR","A","2009",4690,
"ITA","IMMIGINFLOW","OTH","NBR","A","2010",4855,
"ITA","IMMIGINFLOW","OTH","NBR","A","2011",4839,
"ITA","IMMIGINFLOW","OTH","NBR","A","2012",4867,
"ITA","IMMIGINFLOW","OTH","NBR","A","2013",4918,
"ITA","IMMIGINFLOW","OTH","NBR","A","2014",5236,
"ITA","IMMIGINFLOW","OTH","NBR","A","2015",5045,
"ITA","IMMIGINFLOW","OTH","NBR","A","2016",5340,
"ITA","IMMIGINFLOW","OTH","NBR","A","2017",5228,
"ITA","IMMIGINFLOW","OTH","NBR","A","2018",5032,
"ITA","IMMIGINFLOW","OTH","NBR","A","2019",5164,
"ITA","IMMIGINFLOW","OTH","NBR","A","2020",2306,
"ITA","IMMIGINFLOW","OTH","NBR","A","2021",5240,
"ITA","IMMIGINFLOW","OTH","NBR","A","2022",6078,
"ITA","IMMIGINFLOW","WORK","NBR","A","2003",19500,
"ITA","IMMIGINFLOW","WORK","NBR","A","2004",32000,
"ITA","IMMIGINFLOW","WORK","NBR","A","2005",53861,
"ITA","IMMIGINFLOW","WORK","NBR","A","2006",52178,
"ITA","IMMIGINFLOW","WORK","NBR","A","2007",150098,
"ITA","IMMIGINFLOW","WORK","NBR","A","2008",264368,
"ITA","IMMIGINFLOW","WORK","NBR","A","2009",212932,
"ITA","IMMIGINFLOW","WORK","NBR","A","2010",336706,
"ITA","IMMIGINFLOW","WORK","NBR","A","2011",104138,
"ITA","IMMIGINFLOW","WORK","NBR","A","2012",57027,
"ITA","IMMIGINFLOW","WORK","NBR","A","2013",73166,
"ITA","IMMIGINFLOW","WORK","NBR","A","2014",48522,
"ITA","IMMIGINFLOW","WORK","NBR","A","2015",13800,
"ITA","IMMIGINFLOW","WORK","NBR","A","2016",5869,
"ITA","IMMIGINFLOW","WORK","NBR","A","2017",4816,
"ITA","IMMIGINFLOW","WORK","NBR","A","2018",8260,
"ITA","IMMIGINFLOW","WORK","NBR","A","2019",6890,
"ITA","IMMIGINFLOW","WORK","NBR","A","2020",8452,
"ITA","IMMIGINFLOW","WORK","NBR","A","2021",48639,
"ITA","IMMIGINFLOW","WORK","NBR","A","2022",64206,
"JPN","IMMIGINFLOW","FAM","NBR","A","1995",0,
"JPN","IMMIGINFLOW","FAM","NBR","A","1996",0,
"JPN","IMMIGINFLOW","FAM","NBR","A","1997",0,
"JPN","IMMIGINFLOW","FAM","NBR","A","1998",34729,
"JPN","IMMIGINFLOW","FAM","NBR","A","1999",36504,
"JPN","IMMIGINFLOW","FAM","NBR","A","2000",43374,
"JPN","IMMIGINFLOW","FAM","NBR","A","2001",36812,
"JPN","IMMIGINFLOW","FAM","NBR","A","2002",21330,
"JPN","IMMIGINFLOW","FAM","NBR","A","2003",23979,
"JPN","IMMIGINFLOW","FAM","NBR","A","2004",23890,
"JPN","IMMIGINFLOW","FAM","NBR","A","2005",25016,
"JPN","IMMIGINFLOW","FAM","NBR","A","2006",27406,
"JPN","IMMIGINFLOW","FAM","NBR","A","2007",26131,
"JPN","IMMIGINFLOW","FAM","NBR","A","2008",21939,
"JPN","IMMIGINFLOW","FAM","NBR","A","2009",16635,
"JPN","IMMIGINFLOW","FAM","NBR","A","2010",12520,
"JPN","IMMIGINFLOW","FAM","NBR","A","2011",12158,
"JPN","IMMIGINFLOW","FAM","NBR","A","2012",12732,
"JPN","IMMIGINFLOW","FAM","NBR","A","2013",11114,
"JPN","IMMIGINFLOW","FAM","NBR","A","2014",11153,
"JPN","IMMIGINFLOW","FAM","NBR","A","2015",11598,
"JPN","IMMIGINFLOW","FAM","NBR","A","2016",12147,
"JPN","IMMIGINFLOW","FAM","NBR","A","2017",12168,
"JPN","IMMIGINFLOW","FAM","NBR","A","2018",12547,
"JPN","IMMIGINFLOW","FAM","NBR","A","2019",12684,
"JPN","IMMIGINFLOW","FAM","NBR","A","2020",7457,
"JPN","IMMIGINFLOW","FAM","NBR","A","2021",8530,
"JPN","IMMIGINFLOW","FAM","NBR","A","2022",10903,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","1995",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","1996",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","1997",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","1998",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","1999",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2002",24528,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2003",24439,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2004",25737,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2005",26792,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2006",29105,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2007",29909,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2008",28853,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2009",25184,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2010",22714,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2011",25642,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2012",26522,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2013",23816,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2014",26668,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2015",30172,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2016",31153,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2017",31345,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2018",33568,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2019",35751,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2020",37969,
